Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : SALVACION
Departamento :,MADRE DE DIOS,Provincia :,MANU,Distrito :,MANU
Latitud :,12°49'52.3'',Longitud :,71°21'52.06'',Altitud :,531 msnm.
Tipo :,EMA - Meteorológica,Código :,47E8201A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/04/01,00:00,22.2,0.0,99,153,0.2
2023/04/01,01:00,22.0,0.0,99,250,0.0
2023/04/01,02:00,22.7,0.0,94,141,1.4
2023/04/01,03:00,23.0,0.0,89,144,2.0
2023/04/01,04:00,22.7,0.0,93,26,0.3
2023/04/01,05:00,22.3,0.0,93,150,1.7
2023/04/01,06:00,22.2,0.2,94,151,1.4
2023/04/01,07:00,21.4,1.2,95,139,1.7
2023/04/01,08:00,21.6,0.0,94,26,0.2
2023/04/01,09:00,22.8,0.0,89,66,0.5
2023/04/01,10:00,23.6,0.0,87,184,1.1
2023/04/01,11:00,24.8,0.0,81,178,1.3
2023/04/01,12:00,25.0,0.0,81,152,0.4
2023/04/01,13:00,24.8,0.6,87,40,0.2
2023/04/01,14:00,28.0,0.0,74,314,0.3
2023/04/01,15:00,26.9,0.2,80,40,0.5
2023/04/01,16:00,25.3,0.0,88,307,1.1
2023/04/01,17:00,25.1,0.0,92,285,0.5
2023/04/01,18:00,25.1,0.0,92,224,0.4
2023/04/01,19:00,24.6,0.0,94,161,0.1
2023/04/01,20:00,24.3,0.0,98,41,0.2
2023/04/01,21:00,24.0,0.0,98,285,0.0
2023/04/01,22:00,23.9,0.0,97,167,0.3
2023/04/01,23:00,23.3,0.0,96,137,1.3
2023/04/02,00:00,23.2,0.0,96,54,0.0
2023/04/02,01:00,23.2,0.0,99,341,0.0
2023/04/02,02:00,23.1,0.0,97,151,1.1
2023/04/02,03:00,22.7,0.0,95,138,1.6
2023/04/02,04:00,23.1,0.0,91,135,1.8
2023/04/02,05:00,23.1,0.0,94,359,0.3
2023/04/02,06:00,22.7,0.0,98,170,0.3
2023/04/02,07:00,22.8,0.0,92,146,1.6
2023/04/02,08:00,22.9,0.0,90,125,1.5
2023/04/02,09:00,24.3,0.0,83,138,1.8
2023/04/02,10:00,25.6,0.0,78,120,1.3
2023/04/02,11:00,26.5,0.0,76,144,1.7
2023/04/02,12:00,27.8,0.0,70,179,2.1
2023/04/02,13:00,29.7,0.0,64,176,1.2
2023/04/02,14:00,31.5,0.0,51,162,0.3
2023/04/02,15:00,32.4,0.0,48,107,0.9
2023/04/02,16:00,32.3,0.0,52,96,1.7
2023/04/02,17:00,26.2,0.2,79,164,3.3
2023/04/02,18:00,24.6,0.0,86,132,1.3
2023/04/02,19:00,24.4,0.0,85,149,0.9
2023/04/02,20:00,24.0,0.0,88,141,1.9
2023/04/02,21:00,23.2,0.0,90,97,0.3
2023/04/02,22:00,22.3,0.0,95,171,1.0
2023/04/02,23:00,22.6,0.0,93,156,1.4
2023/04/03,00:00,22.7,0.0,94,208,0.1
2023/04/03,01:00,22.9,0.0,95,155,0.4
2023/04/03,02:00,23.1,2.0,94,170,1.5
2023/04/03,03:00,22.6,4.8,97,182,1.8
2023/04/03,04:00,22.3,11.8,98,48,1.7
2023/04/03,05:00,21.7,20.8,99,137,1.3
2023/04/03,06:00,22.0,0.0,98,143,1.5
2023/04/03,07:00,22.4,0.0,97,343,0.3
2023/04/03,08:00,21.4,0.0,99,154,1.0
2023/04/03,09:00,23.1,0.0,90,188,0.7
2023/04/03,10:00,24.9,0.0,84,5,0.4
2023/04/03,11:00,27.3,0.0,79,308,1.2
2023/04/03,12:00,27.7,0.0,77,317,2.2
2023/04/03,13:00,29.0,0.0,72,167,1.5
2023/04/03,14:00,29.0,0.0,73,311,1.6
2023/04/03,15:00,29.6,0.0,67,47,1.7
2023/04/03,16:00,31.0,0.0,62,52,1.1
2023/04/04,22:00,23.1,0.0,99,161,0.7
2023/04/06,14:00,26.9,0.0,79,43,0.9
2023/04/06,15:00,28.1,0.0,74,129,1.5
2023/04/06,16:00,26.4,0.0,81,180,2.0
2023/04/06,17:00,25.3,0.0,85,157,0.7
2023/04/06,19:00,23.4,1.2,93,128,0.2
2023/04/06,20:00,23.3,0.2,97,319,1.2
2023/04/06,21:00,22.1,0.0,97,350,1.2
2023/04/06,22:00,21.9,0.4,97,274,0.2
2023/04/06,23:00,21.7,0.0,98,88,0.5
2023/04/07,00:00,22.0,0.0,99,73,0.4
2023/04/07,01:00,22.4,0.0,98,188,0.5
2023/04/07,02:00,22.2,2.4,99,156,0.1
2023/04/07,03:00,21.8,0.2,99,2,1.3
2023/04/07,04:00,22.3,0.4,99,314,0.8
2023/04/07,05:00,21.5,0.6,99,344,0.7
2023/04/07,06:00,21.1,0.6,99,343,1.1
2023/04/07,07:00,20.9,0.2,98,36,0.9
2023/04/07,08:00,20.6,0.0,97,196,0.3
2023/04/07,09:00,21.3,0.0,96,133,1.0
2023/04/07,10:00,21.9,0.0,93,129,1.0
2023/04/07,11:00,22.6,0.0,89,125,0.7
2023/04/07,12:00,23.7,0.0,86,226,0.2
