Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : SALVACION
Departamento :,MADRE DE DIOS,Provincia :,MANU,Distrito :,MANU
Latitud :,12°49'52.3'',Longitud :,71°21'52.06'',Altitud :,531 msnm.
Tipo :,EMA - Meteorológica,Código :,47E8201A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/03/01,00:00,21.7,0.0,96,141,1.4
2022/03/01,01:00,21.9,0.0,95,122,1.3
2022/03/01,02:00,21.5,0.0,95,35,0.0
2022/03/01,03:00,21.2,0.0,96,170,1.0
2022/03/01,04:00,21.4,0.0,96,141,0.9
2022/03/01,05:00,21.5,0.0,96,157,1.5
2022/03/01,06:00,21.3,0.0,95,139,1.1
2022/03/01,07:00,21.8,0.0,95,145,1.1
2022/03/01,08:00,22.9,0.0,93,181,1.0
2022/03/01,09:00,22.9,0.0,93,181,1.0
2022/03/01,11:00,28.2,0.0,85,55,0.2
2022/03/01,12:00,27.3,0.0,84,196,1.3
2022/03/01,16:00,23.7,6.2,90,116,0.6
2022/03/01,17:00,23.6,0.0,92,68,0.0
2022/03/01,18:00,23.3,0.0,93,92,0.0
2022/03/01,19:00,22.7,0.0,94,125,0.9
2022/03/01,20:00,22.4,0.0,95,143,0.8
2022/03/01,21:00,21.6,0.0,95,48,0.2
2022/03/01,22:00,21.5,0.0,96,128,0.7
2022/03/01,23:00,21.5,0.0,96,340,0.0
2022/03/02,00:00,21.0,0.2,96,143,1.4
2022/03/02,01:00,21.7,0.0,96,138,0.6
2022/03/02,02:00,21.6,0.0,95,131,1.5
2022/03/02,03:00,21.4,0.0,95,329,0.3
2022/03/02,04:00,20.2,0.0,96,154,0.8
2022/03/02,05:00,20.9,0.0,95,150,1.7
2022/03/02,06:00,20.8,0.0,94,127,1.6
2022/03/02,07:00,21.5,0.0,93,148,1.8
2022/03/02,08:00,23.3,0.0,90,9,1.1
2022/03/02,09:00,25.0,0.0,87,163,1.0
2022/03/02,10:00,25.8,0.0,83,203,1.3
2022/03/02,11:00,26.4,0.0,80,163,0.6
2022/03/02,16:00,29.1,0.0,75,70,0.9
2022/03/02,17:00,29.9,0.0,75,60,1.1
2022/03/02,18:00,27.5,0.0,75,163,1.8
2022/03/02,19:00,24.7,0.0,83,149,1.5
2022/03/02,21:00,22.4,0.0,89,130,0.4
2022/03/02,22:00,22.4,0.0,91,170,1.8
2022/03/02,23:00,22.1,0.0,92,26,0.5
2022/03/03,00:00,21.8,0.0,93,178,0.6
2022/03/03,01:00,21.7,0.0,94,158,0.7
2022/03/03,02:00,21.3,0.0,95,136,0.0
2022/03/03,03:00,21.2,0.0,95,38,0.2
2022/03/03,04:00,21.3,0.0,96,116,0.0
2022/03/03,05:00,21.1,0.0,96,176,0.0
2022/03/03,06:00,21.4,0.0,96,148,1.3
2022/03/03,07:00,22.3,0.0,94,140,2.0
2022/03/03,08:00,24.6,0.0,91,188,1.3
2022/03/03,14:00,31.2,0.0,64,331,3.3
2022/03/03,15:00,30.9,0.0,68,313,1.9
2022/03/03,16:00,30.1,0.0,74,22,1.4
2022/03/03,17:00,27.6,0.0,80,171,1.1
2022/03/03,18:00,26.4,0.0,83,134,0.6
2022/03/03,19:00,25.2,0.0,86,168,1.5
2022/03/03,20:00,24.6,0.0,88,185,1.9
2022/03/03,21:00,24.5,0.0,89,128,1.0
2022/03/03,22:00,24.3,0.0,88,156,0.5
2022/03/03,23:00,23.9,0.0,89,137,1.7
2022/03/04,00:00,24.1,0.0,89,127,1.3
2022/03/04,02:00,23.3,0.2,92,152,1.4
2022/03/04,03:00,23.1,0.0,92,132,0.7
2022/03/04,07:00,22.7,0.2,95,355,0.1
2022/03/04,08:00,23.5,0.0,95,181,1.0
2022/03/04,09:00,25.3,0.0,93,157,1.0
2022/03/04,10:00,26.9,0.0,90,203,1.0
2022/03/04,11:00,29.0,0.0,84,201,0.7
2022/03/04,12:00,29.0,0.0,84,201,0.7
2022/03/04,14:00,30.3,0.0,71,29,1.0
2022/03/04,17:00,29.5,0.0,73,333,1.7
2022/03/04,18:00,27.5,0.0,75,59,0.3
2022/03/04,19:00,25.8,0.0,81,154,0.9
2022/03/04,20:00,24.6,0.0,86,61,0.5
2022/03/04,21:00,24.4,0.0,89,150,0.2
2022/03/04,22:00,24.6,0.0,90,137,0.7
2022/03/05,00:00,24.1,0.0,92,124,0.1
2022/03/05,01:00,23.8,0.0,93,120,0.6
2022/03/05,02:00,24.1,0.0,92,104,0.8
2022/03/05,03:00,23.8,0.0,91,36,0.2
2022/03/05,04:00,23.1,0.0,92,21,0.3
2022/03/05,05:00,23.3,0.0,94,111,0.1
2022/03/05,06:00,23.2,0.0,94,149,0.7
2022/03/05,07:00,23.3,0.0,93,153,0.8
2022/03/05,08:00,25.2,0.0,90,166,1.2
2022/03/05,09:00,27.2,0.0,84,137,0.8
2022/03/05,12:00,30.4,0.0,75,314,2.2
2022/03/05,13:00,29.9,0.0,71,289,0.5
2022/03/05,15:00,26.0,8.4,89,109,0.8
2022/03/05,16:00,26.8,0.0,91,155,1.0
2022/03/05,17:00,26.2,0.0,91,187,1.1
2022/03/05,18:00,25.7,0.0,92,143,0.4
2022/03/05,19:00,24.5,0.0,93,78,0.6
2022/03/05,20:00,23.8,0.0,93,132,2.1
2022/03/05,21:00,23.6,0.0,93,125,1.2
2022/03/05,22:00,23.4,0.0,93,110,0.9
2022/03/05,23:00,23.5,0.0,93,81,0.1
2022/03/06,00:00,22.4,0.0,94,147,1.0
2022/03/06,01:00,22.8,0.0,94,140,1.5
2022/03/06,02:00,22.9,0.0,94,127,1.0
2022/03/06,03:00,22.5,0.0,94,98,0.0
2022/03/06,04:00,21.8,0.0,95,148,0.2
