Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : LOS NARANJOS
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,BAGUA GRANDE
Latitud :,5°45'20.46'',Longitud :,78°25'53.55'',Altitud :,427 msnm.
Tipo :,HLG - Hidrológica,Código :,221501
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2018-04-01,1.400,1.350,1.350,1.320
2018-04-02,1.550,1.600,1.450,2.500
2018-04-03,2.000,1.700,1.670,1.200
2018-04-04,1.460,1.480,1.420,1.400
2018-04-05,1.750,1.800,1.580,1.500
2018-04-06,1.450,1.420,1.420,1.360
2018-04-07,1.120,1.100,1.080,1.060
2018-04-08,1.000,0.990,0.980,0.970
2018-04-09,1.370,1.350,1.320,1.300
2018-04-10,1.800,1.630,1.580,1.480
2018-04-11,1.270,1.250,1.230,1.200
2018-04-12,1.060,1.040,1.010,1.000
2018-04-13,1.000,0.990,0.980,0.970
2018-04-14,1.150,1.130,1.100,1.060
2018-04-15,1.320,1.300,1.260,1.240
2018-04-16,1.260,1.240,1.220,1.200
2018-04-17,1.100,1.080,1.040,1.020
2018-04-18,0.950,0.930,0.900,0.880
2018-04-19,0.870,0.820,0.820,0.000
2018-04-20,0.970,0.000,0.920,0.940
2018-04-21,0.820,0.800,0.790,0.770
2018-04-22,0.800,0.790,0.780,0.760
2018-04-23,0.760,0.750,0.730,0.720
2018-04-24,1.220,1.270,1.170,1.100
2018-04-25,0.970,0.920,0.910,0.900
2018-04-26,1.020,1.000,0.920,0.900
2018-04-27,0.800,0.780,0.770,0.760
2018-04-28,0.730,0.700,0.700,0.690
2018-04-29,1.000,0.970,0.950,0.930
2018-04-30,0.900,0.880,0.870,0.860
