Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-10-01,1.000,1.100,1.100,1.080
2019-10-02,1.020,1.000,0.980,0.960
2019-10-03,0.880,0.860,0.840,0.820
2019-10-04,0.700,0.700,0.680,0.640
2019-10-05,0.580,0.560,0.560,0.540
2019-10-06,1.080,1.180,1.240,1.320
2019-10-07,2.000,1.960,2.120,2.340
2019-10-08,2.160,2.140,2.100,2.040
2019-10-09,1.880,1.840,1.800,1.780
2019-10-10,1.660,1.620,1.600,1.560
2019-10-11,1.280,1.260,1.240,1.200
2019-10-12,1.120,1.100,1.040,1.020
2019-10-13,1.180,1.160,1.120,1.080
2019-10-14,1.000,0.980,0.980,0.960
2019-10-15,0.880,0.860,0.840,0.840
2019-10-16,0.720,0.700,0.680,0.660
2019-10-17,1.100,1.180,1.260,1.320
2019-10-18,1.200,1.160,1.120,1.080
2019-10-19,0.980,0.960,0.940,1.100
2019-10-20,1.860,2.000,1.920,1.860
2019-10-21,1.580,1.540,1.520,1.500
2019-10-22,1.260,1.240,1.200,1.160
2019-10-23,1.400,1.880,2.260,3.200
2019-10-24,2.920,2.860,2.780,2.740
2019-10-25,2.080,2.040,1.980,1.940
2019-10-26,1.820,1.800,1.760,1.720
2019-10-27,1.440,1.420,1.380,1.340
2019-10-28,1.160,1.140,1.100,1.080
2019-10-29,1.000,1.000,0.980,0.940
2019-10-30,0.840,0.820,0.800,0.780
2019-10-31,1.100,1.160,1.200,1.180
