Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-07-01,0.180,0.180,0.180,0.180
2023-07-02,0.180,0.180,0.180,0.180
2023-07-03,0.160,0.160,0.160,0.160
2023-07-04,0.160,0.160,0.160,0.160
2023-07-05,0.160,0.160,0.160,0.160
2023-07-06,0.160,0.140,0.140,0.140
2023-07-07,0.140,0.140,0.140,0.140
2023-07-08,0.140,0.140,2.400,2.320
2023-07-09,2.200,2.140,2.080,2.020
2023-07-10,1.920,1.880,1.840,1.800
2023-07-11,1.660,1.620,1.560,1.500
2023-07-12,1.380,1.340,1.300,1.240
2023-07-13,1.160,1.140,0.440,0.440
2023-07-14,0.400,0.400,0.400,0.400
2023-07-15,0.380,0.380,0.380,0.380
2023-07-16,0.380,0.360,0.360,0.360
2023-07-17,0.360,0.340,0.340,0.340
2023-07-18,0.300,0.390,0.390,0.390
2023-07-19,0.380,0.480,0.480,0.480
2023-07-20,0.460,0.440,0.440,0.420
2023-07-21,0.400,0.400,0.400,0.400
2023-07-22,0.400,0.400,0.400,0.400
2023-07-23,0.380,0.380,0.380,0.400
2023-07-24,0.380,0.380,0.380,0.380
2023-07-25,0.360,0.360,0.360,0.340
2023-07-26,0.340,0.340,0.340,0.340
2023-07-27,0.340,0.340,0.340,0.340
2023-07-28,0.340,0.320,0.320,0.320
2023-07-29,0.320,0.320,0.320,0.300
2023-07-30,0.300,0.300,0.300,0.300
2023-07-31,0.300,0.300,0.300,0.280
