Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2025-01-01,1.380,1.360,1.320,1.260
2025-01-02,1.940,2.080,2.360,3.020
2025-01-03,3.820,3.740,3.620,2.780
2025-01-04,2.480,2.420,2.300,2.220
2025-01-05,1.960,1.920,1.860,1.820
2025-01-06,1.640,1.600,4.720,3.260
2025-01-07,1.520,1.460,1.400,1.360
2025-01-08,1.860,1.880,1.780,1.760
2025-01-09,1.580,4.360,7.220,8.520
2025-01-10,7.820,10.120,10.160,9.740
2025-01-11,6.000,5.520,4.120,3.680
2025-01-12,2.140,2.100,2.040,1.960
2025-01-13,1.760,1.740,4.000,3.880
2025-01-14,2.520,2.480,2.400,2.100
2025-01-15,1.780,1.880,1.840,1.800
2025-01-16,1.500,1.600,1.560,1.600
2025-01-17,1.460,1.780,1.760,1.720
2025-01-18,1.800,1.760,1.800,1.780
2025-01-19,1.980,1.960,1.920,3.820
2025-01-20,1.740,1.700,1.660,1.780
2025-01-21,1.620,1.780,1.800,1.840
2025-01-22,1.800,2.080,2.160,2.120
2025-01-23,2.360,3.080,2.780,2.700
2025-01-24,1.800,1.740,1.680,1.640
2025-01-25,1.480,2.360,2.300,2.260
2025-01-26,1.960,1.920,1.880,1.820
2025-01-27,1.700,1.680,1.640,1.600
2025-01-28,1.960,1.940,1.900,1.980
2025-01-29,2.180,1.780,1.740,1.700
2025-01-30,1.580,1.560,1.520,1.480
2025-01-31,1.740,3.360,3.320,5.700
