Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2018-08-01,0.580,0.580,0.560,0.540
2018-08-02,0.960,0.920,0.900,0.880
2018-08-03,0.820,0.820,0.820,0.780
2018-08-04,0.720,0.700,0.700,0.680
2018-08-05,0.620,0.600,0.580,0.540
2018-08-06,1.000,1.140,1.200,2.200
2018-08-07,1.880,1.840,1.820,1.800
2018-08-08,1.620,1.580,1.540,1.500
2018-08-09,1.420,1.360,1.300,1.260
2018-08-10,1.140,1.680,1.260,2.160
2018-08-11,1.880,1.800,1.780,1.700
2018-08-12,1.580,1.560,1.540,1.520
2018-08-13,1.440,1.440,1.420,1.400
2018-08-14,1.320,1.300,1.280,1.260
2018-08-15,1.180,1.160,1.140,1.120
2018-08-16,1.000,1.760,1.580,1.440
2018-08-17,1.260,1.240,1.200,1.160
2018-08-18,1.060,1.040,1.020,1.000
2018-08-19,0.940,0.940,0.920,0.900
2018-08-20,0.820,0.800,0.800,0.800
2018-08-21,0.740,0.720,0.720,0.700
2018-08-22,0.640,0.640,0.620,0.600
2018-08-23,0.520,0.500,0.500,0.480
2018-08-24,0.420,0.420,0.400,0.400
2018-08-25,0.320,0.320,0.300,0.300
2018-08-26,0.240,0.220,0.220,0.280
2018-08-27,1.180,0.180,0.180,0.180
2018-08-28,0.180,0.180,0.180,0.180
2018-08-29,0.180,0.160,0.160,0.160
2018-08-30,0.160,0.160,0.160,0.160
2018-08-31,0.140,0.140,0.140,0.140
