Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-08-01,0.600,0.600,0.600,0.600
2019-08-02,0.520,0.520,0.520,0.500
2019-08-03,0.460,0.460,0.460,0.460
2019-08-04,0.400,0.460,0.460,0.400
2019-08-05,1.020,1.080,1.120,1.120
2019-08-06,1.060,1.060,1.040,1.020
2019-08-07,0.960,0.940,0.920,0.900
2019-08-08,0.820,0.800,0.800,0.780
2019-08-09,0.700,0.700,0.680,0.660
2019-08-10,0.600,0.600,0.580,0.580
2019-08-11,0.520,0.520,0.500,0.500
2019-08-12,1.020,1.060,1.040,1.000
2019-08-13,0.920,0.900,0.880,0.880
2019-08-14,1.000,1.000,0.980,0.960
2019-08-15,0.900,0.880,0.860,0.840
2019-08-16,0.760,0.760,0.740,0.720
2019-08-17,0.620,0.600,0.600,0.580
2019-08-18,0.520,0.500,0.500,0.480
2019-08-19,0.440,0.440,0.440,0.440
2019-08-20,0.400,0.400,0.400,0.380
2019-08-21,0.580,0.660,0.720,0.960
2019-08-22,0.900,0.880,0.860,0.840
2019-08-23,0.780,0.780,0.760,0.720
2019-08-24,0.660,0.580,0.540,0.520
2019-08-25,0.460,0.460,0.440,0.440
2019-08-26,0.400,0.400,0.380,0.380
2019-08-27,1.120,1.100,1.180,1.260
2019-08-28,1.160,1.140,1.100,1.080
2019-08-29,1.000,0.980,0.960,0.940
2019-08-30,0.880,0.880,0.860,0.820
2019-08-31,0.760,0.740,0.720,0.700
