Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2024-08-01,0.160,0.160,0.160,0.160
2024-08-02,0.160,0.160,0.160,0.160
2024-08-03,0.160,0.160,0.160,0.160
2024-08-04,0.160,0.160,0.160,0.160
2024-08-05,0.160,0.160,0.160,0.160
2024-08-06,0.160,0.160,0.160,0.160
2024-08-07,0.160,0.160,0.160,0.160
2024-08-08,0.160,0.160,1.080,1.220
2024-08-09,1.500,1.640,1.820,1.940
2024-08-10,2.080,2.000,1.920,1.880
2024-08-11,1.660,1.620,1.580,1.520
2024-08-12,1.400,1.360,1.320,1.300
2024-08-13,1.180,1.160,1.120,1.080
2024-08-14,1.020,1.000,0.960,0.920
2024-08-15,0.820,0.800,0.760,0.720
2024-08-16,0.660,0.640,0.600,0.560
2024-08-17,0.480,0.480,0.440,0.400
2024-08-18,0.320,0.300,0.280,0.260
2024-08-19,0.200,0.180,0.180,0.160
2024-08-20,0.100,0.100,0.100,0.100
2024-08-21,0.100,0.100,0.100,0.100
2024-08-22,0.100,0.100,0.100,0.100
2024-08-23,0.180,0.100,0.100,0.100
2024-08-24,0.100,0.100,0.100,0.100
2024-08-25,0.100,0.100,0.100,0.100
2024-08-26,1.020,1.120,1.260,1.320
2024-08-27,0.960,0.920,0.860,0.800
2024-08-28,0.380,0.420,0.420,0.420
2024-08-29,0.420,0.400,0.380,0.340
2024-08-30,0.300,0.280,0.240,0.200
2024-08-31,0.160,0.160,0.140,0.140
