Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2017-03-01,0.980,0.980,0.960,0.940
2017-03-02,0.900,0.880,0.840,0.800
2017-03-03,1.740,1.860,2.020,2.160
2017-03-04,2.160,2.100,2.060,2.040
2017-03-05,1.840,1.820,1.780,1.720
2017-03-06,1.560,1.540,1.500,1.460
2017-03-07,1.340,1.300,1.220,1.160
2017-03-08,1.660,1.600,1.580,1.540
2017-03-09,1.360,1.320,1.300,1.260
2017-03-10,1.180,1.140,1.120,1.100
2017-03-11,1.220,1.260,1.380,1.440
2017-03-12,3.160,3.320,3.200,3.120
2017-03-13,2.340,2.260,2.180,2.100
2017-03-14,3.200,3.180,4.060,4.280
2017-03-15,5.140,4.880,4.740,4.660
2017-03-16,3.420,3.360,3.240,3.120
2017-03-17,2.780,3.460,4.140,5.660
2017-03-18,4.820,4.720,5.360,6.240
2017-03-19,3.760,3.640,3.540,3.460
2017-03-20,2.240,2.180,2.020,1.880
2017-03-21,1.620,1.580,1.520,1.460
2017-03-22,1.340,1.300,1.240,1.200
2017-03-23,1.120,1.100,1.060,1.040
2017-03-24,2.360,2.440,2.560,2.720
2017-03-25,3.000,3.180,3.340,3.260
2017-03-26,2.960,2.820,2.660,2.520
2017-03-27,2.340,2.260,2.180,2.100
2017-03-28,2.000,1.960,1.920,1.880
2017-03-29,1.660,1.620,1.600,1.560
2017-03-30,1.280,1.240,1.200,1.180
2017-03-31,1.000,1.100,1.040,1.000
