Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2021-09-01,1.420,1.400,1.360,1.320
2021-09-02,1.200,1.180,1.140,1.100
2021-09-03,1.040,1.020,0.880,1.000
2021-09-04,0.820,0.900,0.880,0.840
2021-09-05,0.700,0.660,0.640,0.600
2021-09-06,0.520,0.500,0.500,1.080
2021-09-07,1.220,1.300,1.260,1.200
2021-09-08,1.100,1.080,1.040,1.020
2021-09-09,0.900,0.880,0.880,0.840
2021-09-10,0.720,0.700,1.140,2.080
2021-09-11,3.680,3.520,3.460,3.360
2021-09-12,2.960,2.900,2.820,2.780
2021-09-13,2.600,2.320,2.260,2.180
2021-09-14,1.960,1.940,1.900,1.820
2021-09-15,1.600,1.580,1.520,1.480
2021-09-16,1.300,1.260,1.240,1.200
2021-09-17,1.120,1.100,1.360,1.540
2021-09-18,1.400,1.360,1.300,1.260
2021-09-19,1.140,1.120,1.080,1.040
2021-09-20,1.000,0.980,1.180,1.260
2021-09-21,1.360,1.340,1.300,1.220
2021-09-22,1.160,1.140,1.100,1.080
2021-09-23,1.200,1.260,1.220,1.180
2021-09-24,1.080,1.060,1.040,1.000
2021-09-25,0.940,0.920,0.900,0.880
2021-09-26,0.800,0.800,0.780,0.760
2021-09-27,0.680,0.660,0.640,0.600
2021-09-28,0.520,0.500,0.500,0.480
2021-09-29,0.440,0.440,0.420,0.420
2021-09-30,1.080,1.200,1.340,1.280
