Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2024-05-01,0.320,0.320,0.320,0.300
2024-05-02,0.280,0.280,0.260,0.260
2024-05-03,0.260,0.260,0.260,0.260
2024-05-04,3.060,3.420,5.360,5.840
2024-05-05,4.160,3.760,3.240,2.760
2024-05-06,1.840,1.780,1.720,1.660
2024-05-07,1.400,1.320,1.220,1.260
2024-05-08,1.100,1.080,1.040,1.000
2024-05-09,0.920,0.900,0.860,0.820
2024-05-10,0.760,0.750,0.720,0.720
2024-05-11,0.620,1.320,3.260,3.660
2024-05-12,2.500,2.420,2.340,2.260
2024-05-13,1.920,1.880,1.820,1.760
2024-05-14,1.540,1.500,1.440,1.400
2024-05-15,1.320,1.300,2.080,2.260
2024-05-16,1.960,1.900,1.820,1.760
2024-05-17,1.440,1.400,1.370,1.300
2024-05-18,1.180,1.140,1.100,1.080
2024-05-19,1.000,0.980,0.940,0.980
2024-05-20,0.820,0.800,1.220,1.360
2024-05-21,1.500,1.480,1.440,1.400
2024-05-22,1.260,1.200,1.180,1.140
2024-05-23,1.080,1.060,1.030,1.000
2024-05-24,0.980,0.900,0.860,0.800
2024-05-25,0.720,0.720,0.700,0.680
2024-05-26,1.220,1.800,1.860,1.760
2024-05-27,1.580,1.540,1.520,1.480
2024-05-28,1.300,1.260,1.200,1.160
2024-05-29,1.080,1.060,1.040,1.000
2024-05-30,0.940,0.920,0.900,0.880
2024-05-31,0.780,0.760,0.740,0.700
