Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2022-08-01,1.120,1.200,1.320,1.480
2022-08-02,2.100,2.040,2.020,2.000
2022-08-03,1.880,1.840,1.800,1.760
2022-08-04,2.360,2.460,2.320,2.240
2022-08-05,3.020,2.940,2.860,2.800
2022-08-06,2.660,2.580,2.520,2.480
2022-08-07,2.280,2.240,2.160,2.120
2022-08-08,2.020,1.920,1.880,1.840
2022-08-09,1.640,1.600,1.560,1.500
2022-08-10,1.780,2.140,2.880,3.040
2022-08-11,2.840,2.760,2.700,2.600
2022-08-12,2.480,2.420,2.340,2.260
2022-08-13,1.900,1.880,1.820,1.780
2022-08-14,1.560,1.520,1.500,1.460
2022-08-15,1.220,1.180,1.140,1.100
2022-08-16,0.980,0.960,0.920,0.880
2022-08-17,0.820,0.780,0.760,0.740
2022-08-18,0.660,0.660,0.640,0.620
2022-08-19,0.520,0.520,0.500,0.480
2022-08-20,1.080,1.260,1.220,1.200
2022-08-21,1.160,1.140,1.100,1.080
2022-08-22,1.000,0.980,0.940,0.900
2022-08-23,0.820,0.800,0.780,0.740
2022-08-24,0.660,0.660,0.640,0.620
2022-08-25,0.540,0.520,0.500,0.500
2022-08-26,0.420,0.420,0.420,0.420
2022-08-27,0.420,0.400,0.400,0.400
2022-08-28,0.360,0.360,0.360,0.360
2022-08-29,1.080,1.280,1.400,1.340
2022-08-30,1.520,1.460,1.380,1.360
2022-08-31,1.240,1.200,1.160,1.120
