Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-01-01,2.160,2.120,2.060,2.000
2023-01-02,1.860,1.820,4.820,4.500
2023-01-03,3.740,3.620,3.500,3.020
2023-01-04,1.960,1.920,1.880,1.820
2023-01-05,1.620,1.600,1.560,2.680
2023-01-06,6.380,7.100,7.480,7.900
2023-01-07,4.900,3.980,3.560,3.040
2023-01-08,2.260,2.200,2.140,2.080
2023-01-09,1.840,1.800,1.720,1.680
2023-01-10,1.500,1.480,1.420,1.380
2023-01-11,1.220,1.400,1.960,2.220
2023-01-12,1.900,1.880,1.840,1.780
2023-01-13,1.620,1.600,1.560,1.520
2023-01-14,1.400,1.360,1.300,1.260
2023-01-15,2.320,5.000,5.860,6.100
2023-01-16,5.700,4.980,4.760,4.200
2023-01-17,3.020,2.880,2.780,2.660
2023-01-18,1.840,1.800,1.780,2.320
2023-01-19,2.000,1.920,1.900,3.080
2023-01-20,3.160,6.120,7.220,7.300
2023-01-21,5.220,4.920,3.200,3.020
2023-01-22,2.660,2.360,2.280,2.200
2023-01-23,1.940,1.900,1.840,1.800
2023-01-24,1.660,1.640,1.600,1.540
2023-01-25,1.300,1.260,1.220,1.180
2023-01-26,1.120,1.100,1.100,1.080
2023-01-27,1.020,1.000,2.020,2.700
2023-01-28,3.140,4.060,4.320,3.960
2023-01-29,2.860,2.780,2.660,3.040
2023-01-30,4.100,3.660,2.860,2.340
2023-01-31,3.880,6.780,6.900,7.100
