Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2020-03-01,7.120,6.360,6.200,5.980
2020-03-02,3.060,3.000,2.940,2.900
2020-03-03,2.300,2.260,2.200,2.160
2020-03-04,1.860,1.840,1.800,1.780
2020-03-05,1.520,1.500,1.480,1.440
2020-03-06,1.280,1.260,1.220,1.200
2020-03-07,1.100,1.080,1.060,1.020
2020-03-08,1.420,1.580,1.540,1.500
2020-03-09,1.660,1.760,1.900,2.040
2020-03-10,1.920,1.900,1.860,1.820
2020-03-11,1.700,1.680,1.640,1.600
2020-03-12,1.420,1.400,1.380,1.340
2020-03-13,1.180,1.160,1.120,0.000
