Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2022-05-01,2.880,2.800,2.760,2.720
2022-05-02,2.460,2.380,2.300,2.260
2022-05-03,2.040,2.000,1.960,1.920
2022-05-04,1.760,1.720,1.700,1.680
2022-05-05,1.440,1.400,1.360,1.300
2022-05-06,1.220,1.200,1.120,1.080
2022-05-07,1.020,1.020,1.000,0.980
2022-05-08,0.920,0.900,0.880,0.840
2022-05-09,0.780,0.740,0.740,0.720
2022-05-10,0.660,0.640,0.620,0.600
2022-05-11,0.520,0.500,0.500,1.220
2022-05-12,2.300,2.460,2.880,2.840
2022-05-13,2.560,2.500,2.420,2.360
2022-05-14,2.180,2.120,2.080,2.000
2022-05-15,1.860,1.840,1.800,1.760
2022-05-16,1.500,1.480,1.440,1.380
2022-05-17,2.880,3.100,4.500,5.320
2022-05-18,4.020,3.920,3.840,2.860
2022-05-19,2.160,2.120,2.080,2.000
2022-05-20,1.840,1.800,1.740,1.680
2022-05-21,1.400,1.360,1.300,1.260
2022-05-22,1.920,1.900,1.840,1.800
2022-05-23,1.680,1.640,1.600,1.580
2022-05-24,2.080,2.220,2.360,2.300
2022-05-25,3.260,3.180,3.040,2.940
2022-05-26,2.480,2.420,2.360,2.300
2022-05-27,2.180,2.160,2.120,2.060
2022-05-28,1.960,1.920,1.900,1.840
2022-05-29,1.660,1.640,1.600,1.520
2022-05-30,1.420,1.400,1.360,1.320
2022-05-31,1.240,1.220,1.180,1.140
