Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2025-05-01,3.000,2.920,2.800,2.720
2025-05-02,1.980,1.900,1.800,1.720
2025-05-03,1.500,1.500,1.600,1.600
2025-05-04,1.500,1.440,1.560,1.720
2025-05-05,1.720,1.660,1.720,1.760
2025-05-06,1.560,1.600,1.580,1.540
2025-05-07,1.440,1.420,1.400,1.380
2025-05-08,1.340,1.320,1.280,1.240
2025-05-09,1.280,1.260,1.220,1.260
2025-05-10,1.220,1.220,1.320,1.440
2025-05-11,1.700,1.740,1.880,2.320
2025-05-12,1.940,1.860,1.700,1.600
2025-05-13,1.400,1.380,1.340,1.300
2025-05-14,1.260,1.240,1.200,1.240
2025-05-15,1.220,1.200,1.200,1.180
2025-05-16,1.160,1.160,1.160,1.120
2025-05-17,1.120,1.120,1.120,1.120
2025-05-18,1.000,1.000,0.980,0.980
2025-05-19,0.940,1.160,1.140,1.140
2025-05-20,2.700,2.240,1.720,1.680
2025-05-21,1.300,1.300,1.260,1.220
2025-05-22,1.140,1.140,1.120,1.120
2025-05-23,1.100,1.100,1.100,1.100
2025-05-24,1.340,1.300,1.260,1.240
2025-05-25,1.200,1.200,1.100,1.100
2025-05-26,1.040,1.040,1.040,1.040
2025-05-27,1.030,1.020,1.020,1.020
2025-05-28,1.590,1.420,1.330,1.300
2025-05-29,2.960,3.620,3.840,3.980
2025-05-30,4.590,3.630,3.040,2.640
2025-05-31,1.770,1.680,1.620,1.580
