Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-12-01,3.900,3.600,3.480,3.260
2023-12-02,2.880,2.620,2.360,2.080
2023-12-03,1.860,1.800,1.740,1.700
2023-12-04,1.300,1.260,1.220,1.180
2023-12-05,2.180,2.140,2.100,4.060
2023-12-06,3.920,3.800,3.480,3.200
2023-12-07,2.740,2.680,2.440,2.340
2023-12-08,1.880,1.840,1.800,1.760
2023-12-09,2.340,2.260,2.240,2.220
2023-12-10,2.080,2.020,1.960,1.920
2023-12-11,1.520,1.500,1.440,1.400
2023-12-12,1.240,1.200,1.160,1.120
2023-12-13,1.060,1.040,1.000,2.680
2023-12-14,2.860,2.720,2.500,2.420
2023-12-15,2.140,2.060,1.960,1.920
2023-12-16,1.660,1.640,1.600,1.540
2023-12-17,1.480,1.140,1.100,1.080
2023-12-18,1.000,1.300,1.240,1.200
2023-12-19,1.100,1.080,1.040,0.980
2023-12-20,0.900,0.880,0.860,1.140
2023-12-21,1.140,1.180,1.280,1.320
2023-12-22,1.220,1.160,1.140,1.100
2023-12-23,0.980,0.960,0.920,0.880
2023-12-24,0.800,0.780,0.720,0.700
2023-12-25,0.620,0.620,0.600,0.580
2023-12-26,0.460,0.740,0.800,0.830
2023-12-27,3.160,2.000,1.920,1.880
2023-12-28,1.540,1.480,1.440,1.380
2023-12-29,1.220,1.180,1.120,1.060
2023-12-30,0.920,0.900,0.860,0.820
2023-12-31,0.760,0.740,1.140,2.360
