Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2021-05-01,1.900,1.880,1.840,1.780
2021-05-02,1.640,1.620,1.580,1.560
2021-05-03,1.420,1.380,1.320,1.240
2021-05-04,1.160,1.140,1.100,1.060
2021-05-05,1.000,1.000,0.960,0.940
2021-05-06,1.320,1.460,2.100,2.380
2021-05-07,2.760,2.920,3.140,3.020
2021-05-08,2.820,2.800,2.740,2.680
2021-05-09,2.460,2.420,2.380,2.320
2021-05-10,2.040,2.000,1.960,1.900
2021-05-11,1.780,1.760,1.720,1.660
2021-05-12,1.460,1.440,1.400,1.380
2021-05-13,1.220,1.180,1.160,1.140
2021-05-14,1.060,1.040,1.020,1.000
2021-05-15,0.920,0.920,0.900,0.880
2021-05-16,1.280,1.360,1.320,1.260
2021-05-17,1.120,1.100,1.080,1.040
2021-05-18,1.000,0.980,0.960,0.940
2021-05-19,0.880,0.880,0.860,0.820
2021-05-20,0.760,0.740,0.720,0.700
2021-05-21,1.180,1.320,1.460,1.680
2021-05-22,2.100,2.040,1.980,1.920
2021-05-23,1.720,1.700,1.660,1.600
2021-05-24,2.160,2.560,2.820,3.080
2021-05-25,2.360,2.300,2.240,2.180
2021-05-26,2.020,1.960,1.940,1.900
2021-05-27,1.780,1.740,1.700,1.660
2021-05-28,1.520,1.500,1.460,1.380
2021-05-29,1.260,1.240,1.180,1.140
2021-05-30,1.040,1.020,1.000,0.980
2021-05-31,1.180,1.400,2.340,2.480
