Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2018-11-01,3.320,3.240,3.160,3.080
2018-11-02,2.840,2.760,2.680,2.600
2018-11-03,2.360,2.240,2.160,2.080
2018-11-04,1.920,1.840,1.760,1.680
2018-11-05,1.460,1.380,1.300,1.220
2018-11-06,1.080,1.000,0.940,1.320
2018-11-07,5.620,5.920,6.180,7.200
2018-11-08,7.400,7.280,7.840,8.280
2018-11-09,7.920,7.480,7.220,6.960
2018-11-10,6.540,6.320,6.160,6.020
2018-11-11,5.720,5.560,5.380,5.240
2018-11-12,4.980,4.820,4.740,4.620
2018-11-13,4.300,4.980,5.260,5.080
2018-11-14,4.840,4.660,4.480,4.280
2018-11-15,3.880,3.800,3.680,3.560
2018-11-16,5.120,4.920,4.780,4.660
2018-11-17,4.420,4.280,4.160,4.080
2018-11-18,3.840,3.720,3.640,3.520
2018-11-19,3.300,3.220,3.140,3.060
2018-11-20,2.840,3.160,3.840,4.380
2018-11-21,5.080,4.920,4.800,4.660
2018-11-22,4.280,4.140,4.020,3.880
2018-11-23,3.620,3.480,3.360,3.220
2018-11-24,3.040,2.960,2.880,2.820
2018-11-25,2.700,2.700,2.660,2.620
2018-11-26,3.400,3.260,3.100,2.980
2018-11-27,2.680,3.220,3.480,3.960
2018-11-28,3.540,3.360,3.260,3.140
2018-11-29,2.820,2.760,2.680,2.600
2018-11-30,2.320,2.280,2.220,2.180
