Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-11-01,1.080,1.060,1.020,1.000
2019-11-02,0.900,0.880,0.860,0.820
2019-11-03,0.720,0.700,0.680,0.960
2019-11-04,1.160,1.200,1.260,1.320
2019-11-05,1.260,1.180,1.140,2.000
2019-11-06,2.140,2.100,2.040,1.980
2019-11-07,1.760,1.740,1.780,2.180
2019-11-08,2.380,2.320,2.280,2.240
2019-11-09,2.060,2.040,2.000,1.960
2019-11-10,1.820,1.800,1.800,1.900
2019-11-11,2.240,2.420,2.580,2.540
2019-11-12,3.100,3.040,2.940,2.880
2019-11-13,2.120,2.060,2.060,1.960
2019-11-14,1.640,1.820,1.980,2.200
2019-11-15,3.100,3.260,3.320,3.580
2019-11-16,4.080,4.220,4.660,4.000
2019-11-17,3.060,3.020,2.940,2.900
2019-11-18,1.880,1.840,1.800,1.760
2019-11-19,1.440,1.400,1.380,1.320
2019-11-20,1.220,1.200,1.160,1.120
2019-11-21,1.040,1.020,1.000,0.940
2019-11-22,1.160,1.220,1.200,1.140
2019-11-23,1.280,1.380,1.520,1.460
2019-11-24,1.320,1.300,1.260,1.220
2019-11-25,1.140,1.120,1.100,1.080
2019-11-26,1.000,1.000,0.980,0.960
2019-11-27,0.880,0.860,0.840,0.800
2019-11-28,0.740,0.740,0.720,0.700
2019-11-29,1.120,1.220,1.280,1.240
2019-11-30,1.460,1.580,1.640,1.860
