Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2022-09-01,1.060,1.040,1.000,0.980
2022-09-02,0.920,0.900,0.880,0.840
2022-09-03,0.760,0.760,0.740,0.720
2022-09-04,1.100,1.240,1.180,1.140
2022-09-05,1.000,1.000,0.980,0.960
2022-09-06,0.840,0.820,0.800,0.780
2022-09-07,0.660,0.640,0.620,0.600
2022-09-08,0.520,0.520,0.500,0.500
2022-09-09,0.460,0.460,0.440,0.420
2022-09-10,0.340,0.340,0.340,0.340
2022-09-11,1.180,1.260,1.200,1.160
2022-09-12,1.080,1.040,1.020,1.000
2022-09-13,0.920,0.900,0.880,0.840
2022-09-14,0.780,0.780,0.740,0.720
2022-09-15,0.660,1.200,1.680,1.860
2022-09-16,2.360,2.300,2.240,2.200
2022-09-17,1.100,1.080,1.040,1.000
2022-09-18,0.920,0.900,0.880,0.840
2022-09-19,0.760,0.740,0.700,0.700
2022-09-20,0.600,0.580,0.560,0.540
2022-09-21,0.500,0.480,0.460,0.420
2022-09-22,0.380,0.380,0.380,0.380
2022-09-23,0.360,0.360,0.340,0.340
2022-09-24,0.340,0.340,0.340,0.340
2022-09-25,0.340,0.340,0.340,0.340
2022-09-26,0.340,0.340,0.340,0.340
2022-09-27,0.300,0.300,0.300,0.300
2022-09-28,0.300,0.300,0.300,0.280
2022-09-29,0.280,0.280,0.280,0.280
2022-09-30,1.020,2.960,3.660,4.080
