Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-02-01,4.320,4.080,6.840,5.680
2023-02-02,3.440,5.960,4.720,3.960
2023-02-03,2.720,2.640,2.480,2.400
2023-02-04,1.880,1.820,1.760,1.700
2023-02-05,1.420,1.400,1.340,1.300
2023-02-06,1.660,1.800,3.080,6.960
2023-02-07,4.340,3.860,3.160,3.020
2023-02-08,2.500,2.420,2.340,2.260
2023-02-09,1.820,1.780,1.720,1.660
2023-02-10,1.360,1.340,1.300,2.140
2023-02-11,2.840,2.700,3.460,4.860
2023-02-12,3.020,2.740,3.660,3.500
2023-02-13,2.880,2.800,2.720,2.360
2023-02-14,2.040,1.880,1.800,1.720
2023-02-15,1.320,1.260,1.200,1.160
2023-02-16,1.380,1.960,1.940,1.880
2023-02-17,2.460,2.360,2.280,2.020
2023-02-18,1.840,1.800,1.760,1.720
2023-02-19,3.660,7.080,8.260,9.090
2023-02-20,7.820,6.760,5.820,5.760
2023-02-21,3.100,2.640,2.520,1.900
2023-02-22,1.420,1.380,1.320,1.260
2023-02-23,1.160,1.140,1.100,1.040
2023-02-24,1.260,1.460,1.580,1.760
2023-02-25,2.000,1.840,1.700,1.620
2023-02-26,1.220,1.200,1.140,1.100
2023-02-27,1.020,1.000,1.180,1.280
2023-02-28,1.360,3.580,4.060,3.840
