Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2017-10-01,0.920,0.900,0.900,0.880
2017-10-02,0.840,0.820,0.800,0.780
2017-10-03,0.720,0.720,0.720,0.700
2017-10-04,0.980,0.960,0.940,1.140
2017-10-05,1.260,1.200,1.160,1.100
2017-10-06,1.040,1.020,1.000,1.000
2017-10-07,0.900,0.900,0.900,0.880
2017-10-08,1.000,1.000,1.080,1.060
2017-10-09,0.960,0.960,0.940,0.920
2017-10-10,0.880,0.880,0.860,0.860
2017-10-11,0.800,0.780,0.780,0.760
2017-10-12,0.720,0.720,0.700,0.680
2017-10-13,0.640,0.620,0.620,0.600
2017-10-14,0.560,0.540,0.520,0.520
2017-10-15,1.140,1.260,1.360,1.400
2017-10-16,2.020,2.280,2.360,2.440
2017-10-17,1.960,1.900,1.820,1.760
2017-10-18,1.440,1.360,1.300,1.240
2017-10-19,1.160,1.120,1.100,1.060
2017-10-20,1.000,1.000,0.980,0.980
2017-10-21,0.900,0.880,0.860,0.840
2017-10-22,1.320,1.400,1.520,1.620
2017-10-23,1.800,2.380,2.760,3.140
2017-10-24,2.000,1.920,1.880,1.820
2017-10-25,4.140,3.980,3.620,3.380
2017-10-26,2.360,2.260,2.160,2.040
2017-10-27,1.840,1.780,1.700,1.620
2017-10-28,1.260,1.200,1.160,1.120
2017-10-29,1.060,1.020,1.000,1.100
2017-10-30,1.160,1.220,1.300,1.260
2017-10-31,1.200,1.180,1.160,1.120
