Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2025-04-01,2.040,4.920,5.780,5.940
2025-04-02,2.840,2.760,2.520,2.440
2025-04-03,2.020,2.040,2.140,4.520
2025-04-04,6.800,6.740,4.740,3.800
2025-04-05,3.600,4.200,5.360,5.580
2025-04-06,6.360,6.300,5.880,5.800
2025-04-07,4.660,4.100,3.420,2.800
2025-04-08,2.000,2.000,1.980,1.980
2025-04-09,2.000,2.000,4.440,3.200
2025-04-10,1.980,1.940,1.800,1.780
2025-04-11,1.720,1.700,1.680,1.660
2025-04-12,1.600,1.560,1.600,2.640
2025-04-13,2.500,2.460,2.400,2.400
2025-04-14,2.250,2.200,2.000,1.920
2025-04-15,1.420,4.220,3.960,3.460
2025-04-16,3.020,2.960,2.840,2.560
2025-04-17,1.700,1.700,1.680,1.600
2025-04-18,1.320,1.800,1.800,1.720
2025-04-19,1.940,1.900,1.820,1.760
2025-04-20,1.660,1.620,1.540,1.480
2025-04-21,2.840,2.760,2.000,1.880
2025-04-22,1.500,1.500,1.480,1.460
2025-04-23,1.840,1.820,1.680,1.560
2025-04-24,1.600,1.560,1.500,1.460
2025-04-25,1.420,1.440,1.500,1.500
2025-04-26,0.000,1.580,1.540,1.720
2025-04-27,2.020,1.700,1.660,1.600
2025-04-28,5.060,5.800,6.200,6.780
2025-04-29,5.600,4.540,2.920,2.740
2025-04-30,3.020,3.640,4.320,4.560
