Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2025-11-01,1.960,1.900,1.860,1.820
2025-11-02,1.500,1.480,1.440,1.400
2025-11-03,1.260,1.220,1.200,1.160
2025-11-04,1.100,1.200,1.200,1.180
2025-11-05,1.800,1.800,1.440,1.260
2025-11-06,1.120,1.100,1.100,1.100
2025-11-07,1.020,1.020,1.000,1.000
2025-11-08,0.980,0.940,0.920,0.920
2025-11-09,0.900,0.880,0.880,0.860
2025-11-10,0.820,0.800,0.800,0.800
2025-11-11,0.800,1.320,1.300,1.260
2025-11-12,1.000,0.980,0.960,0.940
2025-11-13,1.200,2.020,2.380,1.780
2025-11-14,3.520,3.960,3.600,3.220
2025-11-15,2.920,3.260,4.680,5.640
2025-11-16,4.360,3.660,3.040,2.920
2025-11-17,2.060,1.540,1.620,1.600
2025-11-18,3.400,3.860,3.960,3.460
2025-11-19,2.740,2.320,4.240,4.900
2025-11-20,3.160,4.920,6.080,5.980
2025-11-21,5.540,8.940,10.440,11.100
2025-11-22,9.700,9.300,3.680,3.420
2025-11-23,2.080,2.000,1.960,1.920
2025-11-24,1.840,2.840,2.820,2.820
2025-11-25,2.740,2.700,2.660,2.600
2025-11-26,2.540,2.000,1.980,1.960
2025-11-27,2.620,3.680,4.460,4.580
2025-11-28,3.160,2.080,2.000,1.940
2025-11-29,1.780,1.740,1.700,1.680
2025-11-30,1.620,1.600,1.580,1.540
