Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2017-12-01,1.460,1.400,1.500,1.480
2017-12-02,3.860,3.800,3.720,3.640
2017-12-03,4.100,3.940,3.680,3.520
2017-12-04,2.760,2.180,1.800,1.680
2017-12-05,1.480,3.600,4.560,6.900
2017-12-06,4.700,4.320,2.880,2.620
2017-12-07,1.840,1.800,1.740,1.680
2017-12-08,1.760,1.720,1.700,1.620
2017-12-09,1.500,1.460,1.420,1.380
2017-12-10,1.320,1.300,1.260,1.200
2017-12-11,1.380,1.340,3.420,4.500
2017-12-12,3.540,3.260,2.860,2.440
2017-12-13,1.880,1.820,1.800,1.760
2017-12-14,1.680,1.640,1.580,1.500
2017-12-15,1.240,1.200,1.160,1.120
2017-12-16,1.860,1.780,1.560,1.500
2017-12-17,1.320,1.300,1.240,1.200
2017-12-18,1.100,1.080,1.060,1.020
2017-12-19,1.180,2.500,2.380,2.220
2017-12-20,1.520,1.480,1.440,1.400
2017-12-21,1.300,1.260,1.220,1.200
2017-12-22,1.120,1.100,1.060,1.020
2017-12-23,1.000,1.000,0.980,0.960
2017-12-24,1.060,1.040,1.020,0.980
2017-12-25,0.940,0.940,0.920,0.900
2017-12-26,1.140,1.220,1.340,1.560
2017-12-27,3.060,2.860,2.580,2.340
2017-12-28,1.980,1.940,1.880,1.800
2017-12-29,1.620,1.580,1.460,1.420
2017-12-30,1.360,1.340,1.320,1.440
2017-12-31,1.740,1.700,1.860,1.960
