Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-11-01,1.100,2.020,2.260,2.200
2023-11-02,2.120,2.060,2.040,2.000
2023-11-03,1.920,1.880,1.820,1.780
2023-11-04,1.560,1.500,1.480,1.440
2023-11-05,1.880,2.640,2.700,2.620
2023-11-06,2.360,2.280,2.220,2.160
2023-11-07,1.880,1.840,1.540,1.500
2023-11-08,1.380,1.340,1.300,1.260
2023-11-09,1.140,1.100,1.080,1.040
2023-11-10,1.440,2.280,2.420,2.320
2023-11-11,1.980,1.940,1.880,1.820
2023-11-12,1.680,1.640,1.600,1.540
2023-11-13,1.400,1.380,1.320,1.220
2023-11-14,1.100,1.080,1.060,1.020
2023-11-15,1.000,0.980,0.940,0.900
2023-11-16,0.820,0.780,0.740,0.740
2023-11-17,0.640,0.620,0.600,0.540
2023-11-18,1.360,1.320,1.260,1.200
2023-11-19,1.080,1.040,0.980,0.940
2023-11-20,0.860,0.840,0.800,0.740
2023-11-21,0.780,1.020,1.220,1.520
2023-11-22,4.020,1.500,1.500,1.600
2023-11-23,1.320,1.360,1.620,1.580
2023-11-24,2.540,2.180,1.600,1.540
2023-11-25,1.400,1.360,1.300,1.220
2023-11-26,3.560,3.820,7.060,7.820
2023-11-27,8.100,7.620,6.600,5.580
2023-11-28,3.360,3.200,2.900,2.620
2023-11-29,1.860,1.800,1.760,1.700
2023-11-30,1.880,1.840,1.800,2.000
