Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2018-03-01,2.020,2.000,1.960,1.920
2018-03-02,1.800,1.780,1.740,1.720
2018-03-03,2.360,2.420,2.320,2.240
2018-03-04,2.160,2.120,2.060,1.980
2018-03-05,1.920,2.260,2.380,2.640
2018-03-06,2.400,2.320,2.220,2.180
2018-03-07,4.080,4.200,4.100,3.960
2018-03-08,3.000,2.880,2.760,2.620
2018-03-09,2.400,2.340,2.280,2.240
2018-03-10,2.020,1.960,1.920,1.880
2018-03-11,1.760,1.700,1.680,1.640
2018-03-12,1.580,1.560,1.500,1.440
2018-03-13,1.320,1.280,1.260,1.200
2018-03-14,1.120,1.090,1.060,1.040
2018-03-15,1.000,1.000,0.980,0.960
2018-03-16,0.920,1.900,2.020,2.180
2018-03-17,2.000,1.960,1.900,1.880
2018-03-18,1.620,1.600,1.560,1.500
2018-03-19,1.360,1.320,1.260,1.200
2018-03-20,1.120,1.100,1.080,1.060
2018-03-21,1.000,0.980,0.980,1.900
2018-03-22,1.880,1.800,1.720,1.640
2018-03-23,1.520,1.500,1.480,1.460
2018-03-24,1.400,1.360,1.340,1.320
2018-03-25,1.220,1.200,1.180,1.140
2018-03-26,3.080,3.360,3.500,3.520
2018-03-27,3.160,3.140,3.120,3.100
2018-03-28,2.300,2.240,2.220,3.200
2018-03-29,3.080,2.980,2.820,2.760
2018-03-30,2.620,3.200,4.100,4.800
2018-03-31,3.880,3.800,3.680,3.460
