Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2025-03-01,1.580,1.800,2.060,2.360
2025-03-02,3.100,3.020,2.720,5.420
2025-03-03,4.320,4.280,4.880,4.800
2025-03-04,3.860,3.480,3.300,3.100
2025-03-05,2.600,2.540,2.460,2.420
2025-03-06,2.300,2.440,2.400,2.340
2025-03-07,2.240,2.200,2.280,2.340
2025-03-08,2.280,2.480,2.420,7.500
2025-03-09,6.420,6.080,5.820,5.780
2025-03-10,5.460,5.220,3.580,3.420
2025-03-11,2.540,2.460,3.100,3.020
2025-03-12,2.780,2.700,2.800,2.880
2025-03-13,2.180,2.140,3.760,4.980
2025-03-14,5.220,5.020,7.120,8.320
2025-03-15,7.900,7.800,7.220,6.920
2025-03-16,3.060,3.000,3.260,3.500
2025-03-17,2.960,2.900,2.840,2.800
2025-03-18,2.740,2.700,2.620,2.580
2025-03-19,2.500,2.440,2.400,2.340
2025-03-20,2.300,1.800,1.740,1.700
2025-03-21,1.660,1.700,1.680,1.680
2025-03-22,1.630,1.620,1.600,1.600
2025-03-23,1.560,1.540,1.500,1.500
2025-03-24,1.480,1.900,1.700,1.660
2025-03-25,1.460,1.400,1.400,1.420
2025-03-26,1.420,1.760,2.120,2.000
2025-03-27,2.160,2.160,2.040,2.000
2025-03-28,1.680,1.640,1.540,1.500
2025-03-29,2.220,2.400,2.680,2.720
2025-03-30,2.100,1.980,1.900,1.840
2025-03-31,2.640,2.700,2.660,2.440
