Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2021-04-01,2.160,2.120,2.080,2.020
2021-04-02,1.840,1.820,1.760,1.740
2021-04-03,1.520,1.480,1.460,2.000
2021-04-04,3.380,4.060,3.920,3.660
2021-04-05,2.860,2.820,2.780,2.700
2021-04-06,2.480,2.440,2.380,2.340
2021-04-07,1.920,1.900,1.860,1.820
2021-04-08,1.680,1.640,1.600,1.540
2021-04-09,1.400,1.380,1.360,1.320
2021-04-10,1.260,1.240,2.480,3.100
2021-04-11,2.640,2.580,2.540,2.500
2021-04-12,2.300,2.260,2.240,2.220
2021-04-13,2.080,2.060,2.020,1.960
2021-04-14,1.720,1.680,1.640,1.580
2021-04-15,1.440,1.420,1.380,1.340
2021-04-16,1.220,1.200,1.160,1.100
2021-04-17,1.020,1.020,1.000,0.960
2021-04-18,1.380,1.500,1.440,1.400
2021-04-19,1.280,1.260,1.240,1.180
2021-04-20,1.120,1.080,1.060,1.040
2021-04-21,1.000,1.000,0.980,0.940
2021-04-22,0.880,0.860,0.840,0.820
2021-04-23,0.760,0.760,0.740,0.700
2021-04-24,1.180,1.140,1.120,1.080
2021-04-25,1.040,1.040,1.020,1.000
2021-04-26,0.920,0.900,0.900,0.880
2021-04-27,2.140,2.420,2.780,3.060
2021-04-28,2.820,2.760,2.700,2.660
2021-04-29,2.480,2.420,2.380,2.300
2021-04-30,2.160,2.100,2.060,2.020
