Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-08-01,0.280,0.280,0.280,0.280
2023-08-02,0.280,0.280,0.280,0.280
2023-08-03,0.280,0.280,0.280,0.280
2023-08-04,0.280,0.280,0.280,0.280
2023-08-05,0.280,0.280,0.280,0.280
2023-08-06,0.280,0.260,0.260,0.260
2023-08-07,0.260,0.260,0.260,0.260
2023-08-08,0.260,0.280,0.280,0.280
2023-08-09,0.280,0.260,0.260,0.240
2023-08-10,0.240,0.240,0.240,0.240
2023-08-11,0.240,0.240,0.240,0.240
2023-08-12,0.240,0.240,0.240,0.240
2023-08-13,0.240,0.240,0.240,0.240
2023-08-14,1.320,1.360,1.360,1.340
2023-08-15,1.300,1.300,1.260,1.220
2023-08-16,1.160,1.140,1.100,1.060
2023-08-17,1.000,1.000,0.980,0.960
2023-08-18,0.900,0.880,0.860,0.820
2023-08-19,0.780,0.760,0.740,0.740
2023-08-20,0.700,0.700,0.680,0.640
2023-08-21,0.620,0.600,0.580,0.560
2023-08-22,0.500,0.500,1.140,1.100
2023-08-23,1.000,1.000,0.980,0.960
2023-08-24,0.380,0.380,0.360,0.360
2023-08-25,0.340,0.320,0.320,0.300
2023-08-26,0.260,0.260,0.240,0.200
2023-08-27,0.220,0.220,0.220,0.200
2023-08-28,0.200,0.200,0.160,0.160
2023-08-29,0.160,0.160,0.160,0.160
2023-08-30,0.140,0.140,0.140,0.140
2023-08-31,0.140,0.140,0.140,0.140
