Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2025-12-01,1.500,2.060,2.040,1.960
2025-12-02,3.180,2.740,2.120,1.980
2025-12-03,2.020,2.000,1.960,1.920
2025-12-04,1.820,1.820,1.760,1.980
2025-12-05,1.960,1.920,1.880,1.820
2025-12-06,1.800,1.800,1.800,2.100
2025-12-07,1.940,1.920,1.900,1.880
2025-12-08,4.680,9.460,10.200,10.200
2025-12-09,9.880,4.460,4.440,4.400
2025-12-10,3.280,2.000,2.000,1.980
2025-12-11,1.800,1.800,1.760,1.720
2025-12-12,1.540,1.940,2.000,2.180
2025-12-13,2.960,2.740,2.220,2.260
2025-12-14,2.040,1.920,2.000,1.980
2025-12-15,1.940,1.900,2.000,1.940
2025-12-16,1.500,1.960,1.920,1.900
2025-12-17,1.860,1.740,1.600,1.580
2025-12-18,1.440,1.440,1.420,1.420
2025-12-19,1.760,1.780,1.740,1.700
2025-12-20,1.660,1.640,1.600,1.600
2025-12-21,1.260,1.240,1.220,1.200
2025-12-22,1.200,1.460,1.540,1.500
2025-12-23,1.260,1.240,1.220,1.200
2025-12-24,1.200,1.240,1.200,1.200
2025-12-25,1.280,1.300,1.320,1.360
2025-12-26,1.360,1.360,1.600,1.960
2025-12-27,1.640,2.280,2.920,3.060
2025-12-28,2.800,2.720,2.940,3.160
2025-12-29,2.800,3.600,3.440,3.200
2025-12-30,2.940,2.740,2.600,2.000
2025-12-31,1.820,1.800,1.760,1.740
