Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2018-09-01,0.120,0.120,0.120,0.120
2018-09-02,0.100,0.100,0.100,0.100
2018-09-03,0.920,1.360,1.860,3.100
2018-09-04,2.760,2.700,2.640,2.580
2018-09-05,2.320,2.240,2.180,2.100
2018-09-06,1.860,1.840,1.800,1.720
2018-09-07,1.660,1.620,1.580,1.540
2018-09-08,1.420,1.380,1.340,1.300
2018-09-09,1.220,1.200,1.180,1.160
2018-09-10,1.100,1.100,1.080,1.040
2018-09-11,1.000,0.980,0.940,0.920
2018-09-12,0.880,0.840,0.800,0.740
2018-09-13,0.680,0.640,0.620,0.580
2018-09-14,0.520,0.500,0.480,0.900
2018-09-15,1.000,1.100,1.180,1.260
2018-09-16,1.140,1.100,1.180,1.260
2018-09-17,1.020,1.000,0.980,0.940
2018-09-18,1.080,1.060,1.040,1.000
2018-09-19,0.960,0.960,0.920,0.900
2018-09-20,0.820,0.800,0.780,0.760
2018-09-21,0.700,0.700,0.680,0.680
2018-09-22,0.640,0.640,0.620,0.620
2018-09-23,0.580,1.000,1.260,1.340
2018-09-24,1.220,1.180,1.160,1.120
2018-09-25,1.060,1.040,1.020,1.000
2018-09-26,0.940,0.920,0.900,1.540
2018-09-27,1.720,1.660,1.600,1.560
2018-09-28,1.840,1.960,2.080,1.980
2018-09-29,1.840,1.780,1.740,1.980
2018-09-30,1.660,1.620,1.560,1.500
