Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2024-12-01,1.800,1.700,1.660,1.600
2024-12-02,1.300,1.260,1.220,1.180
2024-12-03,1.160,1.140,1.100,1.080
2024-12-04,1.820,1.760,1.700,1.800
2024-12-05,1.600,1.560,1.520,1.480
2024-12-06,2.000,2.080,2.020,1.920
2024-12-07,1.780,3.620,4.100,5.240
2024-12-08,3.940,3.320,3.000,2.860
2024-12-09,2.080,2.020,1.940,1.860
2024-12-10,1.640,1.300,1.260,1.200
2024-12-11,1.280,1.200,1.200,1.180
2024-12-12,0.880,0.860,1.560,1.520
2024-12-13,1.420,1.380,1.320,1.280
2024-12-14,1.360,1.440,1.880,2.260
2024-12-15,3.780,4.120,4.700,4.220
2024-12-16,3.660,3.080,3.000,3.940
2024-12-17,2.840,2.620,2.280,2.100
2024-12-18,1.880,1.840,1.820,1.780
2024-12-19,1.700,1.500,1.460,1.420
2024-12-20,1.340,1.300,1.260,2.220
2024-12-21,5.200,4.760,3.200,2.780
2024-12-22,4.820,5.620,4.960,5.320
2024-12-23,2.360,2.300,2.240,5.740
2024-12-24,4.080,3.780,3.420,7.140
2024-12-25,4.460,4.120,3.760,2.920
2024-12-26,2.100,2.360,3.120,4.340
2024-12-27,5.200,4.480,3.420,2.320
2024-12-28,3.840,3.600,3.100,1.880
2024-12-29,1.520,1.460,1.680,1.820
2024-12-30,1.480,1.460,1.400,1.360
2024-12-31,1.500,1.460,1.400,1.680
