Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2024-11-01,0.840,0.800,0.780,0.740
2024-11-02,0.640,0.620,0.600,0.560
2024-11-03,1.360,1.420,1.400,1.320
2024-11-04,1.180,1.140,1.160,1.120
2024-11-05,1.020,1.000,0.960,0.920
2024-11-06,1.100,1.060,0.900,0.880
2024-11-07,0.800,0.940,0.900,0.880
2024-11-08,0.980,1.200,1.300,1.880
2024-11-09,2.500,2.560,3.360,4.120
2024-11-10,3.420,3.220,2.980,2.660
2024-11-11,1.940,1.900,1.840,1.540
2024-11-12,1.320,1.260,1.620,1.900
2024-11-13,2.740,3.220,3.860,3.540
2024-11-14,2.880,2.680,2.440,1.380
2024-11-15,1.280,1.260,2.000,2.140
2024-11-16,1.460,1.420,1.340,1.260
2024-11-17,1.140,1.100,1.200,1.320
2024-11-18,1.500,1.460,1.540,1.500
2024-11-19,1.200,1.180,1.260,2.080
2024-11-20,3.700,3.220,5.600,6.080
2024-11-21,4.280,3.980,3.180,2.820
2024-11-22,1.820,1.760,2.800,2.660
2024-11-23,1.960,1.860,1.820,1.760
2024-11-24,1.520,1.500,1.460,1.400
2024-11-25,1.260,1.240,1.200,1.120
2024-11-26,1.080,1.040,1.000,0.980
2024-11-27,0.920,0.900,1.280,1.240
2024-11-28,1.560,1.540,1.300,1.240
2024-11-29,1.160,4.200,5.180,6.220
2024-11-30,3.320,2.120,2.020,1.960
