Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2020-10-01,1.940,1.900,1.880,1.860
2020-10-02,1.680,1.660,1.640,1.600
2020-10-03,1.320,1.300,1.280,1.260
2020-10-04,1.180,1.160,1.120,1.100
2020-10-05,1.000,1.000,0.980,0.960
2020-10-06,0.880,0.860,0.840,0.820
2020-10-07,0.760,0.740,0.720,0.700
2020-10-08,0.620,0.620,0.600,0.580
2020-10-09,0.500,0.500,0.480,0.480
2020-10-10,0.980,0.960,0.940,0.920
2020-10-11,0.840,0.820,0.800,0.780
2020-10-12,0.720,0.720,0.700,0.660
2020-10-13,0.600,0.580,0.580,0.560
2020-10-14,0.520,0.520,0.500,0.500
2020-10-15,1.640,1.980,2.360,2.260
2020-10-16,1.900,1.860,1.840,1.800
2020-10-17,2.440,2.400,0.000,2.260
2020-10-18,1.880,1.860,1.820,1.780
2020-10-19,1.520,1.500,1.460,1.440
2020-10-20,1.340,1.320,1.300,1.260
2020-10-21,1.180,1.160,1.140,1.120
2020-10-22,1.060,1.040,1.020,1.020
2020-10-23,1.300,1.280,1.240,1.220
2020-10-24,1.160,1.140,1.100,1.080
2020-10-25,1.000,1.000,0.960,0.940
2020-10-26,0.860,0.840,0.820,0.800
2020-10-27,0.720,0.720,0.700,0.680
2020-10-28,0.600,0.580,0.520,0.500
2020-10-29,0.420,0.000,0.400,0.400
2020-10-30,1.320,1.400,1.560,2.040
2020-10-31,2.880,3.040,2.940,2.800
