Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-03-01,2.320,2.640,3.200,3.360
2019-03-02,2.020,1.920,2.560,2.440
2019-03-03,1.640,1.600,1.860,1.800
2019-03-04,1.480,1.440,1.580,1.540
2019-03-05,1.220,1.440,1.400,1.360
2019-03-06,1.040,1.200,1.180,1.160
2019-03-07,0.880,0.860,0.840,0.820
2019-03-08,0.740,0.720,0.740,0.680
2019-03-09,2.560,2.980,3.160,3.380
2019-03-10,2.640,2.500,2.420,2.280
2019-03-11,2.740,3.020,3.220,2.880
2019-03-12,2.520,2.440,2.320,2.200
2019-03-13,4.280,5.100,6.380,8.160
2019-03-14,6.940,6.160,5.480,5.020
2019-03-15,3.960,3.840,3.680,4.100
2019-03-16,3.360,3.220,3.140,2.940
2019-03-17,2.280,3.220,3.140,2.940
2019-03-18,1.860,1.800,2.120,2.040
2019-03-19,2.000,2.360,2.540,2.860
2019-03-20,2.740,2.680,2.600,2.520
2019-03-21,2.360,2.300,2.220,2.160
2019-03-22,1.960,1.920,2.760,3.820
2019-03-23,3.100,3.020,3.200,3.800
2019-03-24,4.140,4.720,4.360,3.980
2019-03-25,3.280,3.160,3.020,2.960
2019-03-26,3.360,4.680,5.180,4.820
2019-03-27,6.340,6.460,6.680,7.120
2019-03-28,6.880,6.620,6.540,6.400
2019-03-29,6.580,6.380,6.220,6.060
2019-03-30,5.240,5.080,4.940,4.820
2019-03-31,3.780,3.560,3.420,3.300
