Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-04-01,3.450,3.920,3.760,3.520
2023-04-02,2.860,2.800,2.720,2.560
2023-04-03,2.300,2.220,2.160,2.100
2023-04-04,1.960,1.900,1.840,1.780
2023-04-05,1.540,1.520,1.480,1.420
2023-04-06,1.360,1.320,1.280,1.240
2023-04-07,1.160,1.140,1.120,1.100
2023-04-08,1.660,1.920,2.180,2.460
2023-04-09,2.320,2.480,2.400,2.320
2023-04-10,2.100,2.040,2.000,1.940
2023-04-11,1.660,1.600,1.560,1.500
2023-04-12,1.200,1.180,1.140,1.080
2023-04-13,1.000,0.980,1.320,1.460
2023-04-14,1.280,0.980,1.320,1.460
2023-04-15,1.280,1.240,1.200,1.140
2023-04-16,1.980,1.940,1.880,1.840
2023-04-17,1.760,2.300,2.960,3.120
2023-04-18,4.480,4.760,4.300,3.960
2023-04-19,2.860,2.740,2.680,2.620
2023-04-20,2.180,2.120,2.080,2.000
2023-04-21,2.220,2.360,2.300,2.120
2023-04-22,2.060,1.960,1.880,1.840
2023-04-23,1.760,1.720,1.660,1.600
2023-04-24,1.440,1.400,1.380,1.340
2023-04-25,1.220,1.200,1.160,1.100
2023-04-26,1.260,1.240,1.180,1.140
2023-04-27,1.040,1.000,1.000,2.580
2023-04-28,3.220,3.100,2.920,2.840
2023-04-29,2.560,2.480,2.400,2.320
2023-04-30,2.080,2.040,1.960,1.880
