Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2020-01-01,1.220,1.200,1.180,1.160
2020-01-02,1.080,1.060,1.040,1.140
2020-01-03,1.320,1.380,1.440,1.400
2020-01-04,1.240,1.200,1.160,1.140
2020-01-05,1.060,1.060,1.040,1.000
2020-01-06,1.200,1.180,1.140,1.120
2020-01-07,1.020,1.260,3.000,4.200
2020-01-08,3.760,3.580,3.500,3.520
2020-01-09,2.560,2.520,2.480,2.400
2020-01-10,1.980,1.960,1.920,1.880
2020-01-11,1.540,1.520,1.460,1.440
2020-01-12,1.360,1.340,1.300,1.260
2020-01-13,1.160,1.140,1.100,1.080
2020-01-14,1.000,1.000,0.980,0.960
2020-01-15,1.300,1.380,1.460,1.600
2020-01-16,2.060,2.000,1.980,1.940
2020-01-17,1.720,1.700,1.660,1.620
2020-01-18,1.380,1.360,1.320,1.300
2020-01-19,1.180,1.160,1.140,1.120
2020-01-20,1.020,1.000,0.960,0.940
2020-01-21,0.900,0.880,0.860,1.060
2020-01-22,1.840,2.000,2.120,2.040
2020-01-23,1.820,1.800,1.800,2.160
2020-01-24,3.100,3.020,2.940,2.860
2020-01-25,2.440,2.360,2.300,2.240
2020-01-26,1.920,1.900,1.880,1.840
2020-01-27,1.540,1.520,1.500,1.460
2020-01-28,1.300,1.280,1.260,1.240
2020-01-29,1.160,1.140,1.120,1.100
2020-01-30,1.200,1.400,1.380,1.340
2020-01-31,1.220,1.200,1.180,1.140
