Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2024-04-01,1.860,2.220,2.900,4.320
2024-04-02,3.220,3.080,2.760,2.600
2024-04-03,2.260,2.230,2.220,2.200
2024-04-04,1.420,2.680,2.560,2.360
2024-04-05,2.100,2.020,1.880,1.820
2024-04-06,1.500,1.440,1.960,2.080
2024-04-07,1.960,1.880,1.720,1.660
2024-04-08,1.200,1.160,1.120,1.080
2024-04-09,1.000,1.520,1.480,1.420
2024-04-10,1.260,1.200,1.120,1.060
2024-04-11,0.960,0.940,0.900,0.840
2024-04-12,0.780,0.740,0.680,0.640
2024-04-13,0.600,0.580,0.560,0.540
2024-04-14,0.480,0.460,0.440,0.400
2024-04-15,0.360,0.340,1.020,1.100
2024-04-16,1.260,2.040,2.200,2.460
2024-04-17,2.000,2.100,2.020,1.960
2024-04-18,1.820,1.780,1.760,1.880
2024-04-19,4.380,4.100,3.860,3.520
2024-04-20,3.040,2.920,2.840,2.500
2024-04-21,1.520,1.480,1.440,1.380
2024-04-22,1.100,1.160,1.120,1.080
2024-04-23,1.000,0.980,0.940,0.900
2024-04-24,0.820,0.800,0.760,0.740
2024-04-25,0.680,0.660,0.640,0.600
2024-04-26,0.540,0.520,0.500,0.480
2024-04-27,0.420,0.400,0.380,0.360
2024-04-28,0.860,0.840,0.800,0.740
2024-04-29,0.600,0.560,0.540,0.500
2024-04-30,0.400,0.400,0.380,0.360
