Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2026-03-01,2.320,2.300,2.260,2.200
2026-03-02,2.000,2.000,2.840,1.900
2026-03-03,1.820,1.780,1.720,1.680
2026-03-04,1.660,1.660,1.620,1.580
2026-03-05,1.780,2.000,2.160,2.040
2026-03-06,1.940,1.920,1.880,0.000
2026-03-07,1.420,1.400,1.360,1.360
2026-03-08,1.460,1.440,1.420,1.400
2026-03-09,1.640,1.780,1.920,2.280
2026-03-10,2.640,2.600,2.420,2.300
2026-03-11,1.940,1.880,1.800,1.760
2026-03-12,1.620,1.600,1.580,1.560
2026-03-13,1.880,1.880,2.100,2.540
2026-03-14,2.440,2.680,2.600,2.600
2026-03-15,2.720,2.600,2.520,2.440
2026-03-16,2.080,1.980,2.180,2.360
2026-03-17,2.200,2.140,2.300,2.520
2026-03-18,2.440,2.280,2.120,1.940
2026-03-19,5.840,5.180,5.640,5.680
2026-03-20,3.180,2.640,2.040,1.940
2026-03-21,2.000,2.560,2.780,2.960
2026-03-22,4.640,4.600,3.460,3.280
2026-03-23,1.980,1.980,1.880,1.820
2026-03-24,1.760,1.740,1.700,1.680
2026-03-25,1.680,1.660,1.620,1.600
2026-03-26,2.380,2.680,4.680,8.420
2026-03-27,8.460,7.560,5.240,2.740
2026-03-28,2.080,2.020,2.020,2.020
2026-03-29,7.420,8.100,7.020,0.000
2026-03-30,3.060,3.940,3.360,3.120
2026-03-31,2.200,2.080,2.020,1.980
