Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN ALEJANDRO
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,IRAZOLA
Latitud :,8°49'51.26'',Longitud :,75°12'46.12'',Altitud :,207 msnm.
Tipo :,HLM - Hidrológica,Código :,250103
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2021-11-01,0.780,0.760,0.740,0.700
2021-11-02,0.620,0.600,0.560,0.540
2021-11-03,0.500,0.500,0.480,1.020
2021-11-04,1.220,1.360,1.480,1.640
2021-11-05,1.520,1.480,1.420,1.380
2021-11-06,1.200,1.160,1.120,1.100
2021-11-07,1.020,1.000,0.960,0.920
2021-11-08,0.860,1.360,1.580,1.740
2021-11-09,1.500,1.440,1.400,1.320
2021-11-10,1.220,1.200,1.180,1.160
2021-11-11,1.100,1.060,1.300,1.520
2021-11-12,1.860,1.780,1.740,1.700
2021-11-13,1.640,1.600,1.540,1.480
2021-11-14,1.260,1.220,1.180,1.120
2021-11-15,1.120,1.100,1.080,1.040
2021-11-16,0.980,0.980,0.960,1.140
2021-11-17,1.480,1.420,1.380,1.320
2021-11-18,1.180,1.140,1.120,1.100
2021-11-19,1.720,1.660,1.620,1.880
2021-11-20,2.360,2.500,2.740,2.620
2021-11-21,2.420,2.380,2.320,2.260
2021-11-22,2.100,2.060,2.000,1.940
2021-11-23,1.800,1.780,1.740,1.700
2021-11-24,1.540,1.620,1.860,2.020
2021-11-25,3.080,3.000,2.920,2.860
2021-11-26,2.240,2.200,2.140,2.100
2021-11-27,1.880,1.840,1.800,1.720
2021-11-28,1.480,1.460,1.420,1.380
2021-11-29,1.200,1.380,1.500,1.860
2021-11-30,2.380,2.320,2.260,2.180
