Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : MALINOWSKY
Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,INAMBARI
Latitud :,12°56'2.8'',Longitud :,69°31'3'',Altitud :,220 msnm.
Tipo :,EMA - Meteorológica,Código :,47E8336C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/12/01,00:00,22.8,0.0,99,23,0.0
2022/12/01,01:00,22.6,0.0,99,1,0.0
2022/12/01,02:00,22.5,0.0,99,360,0.0
2022/12/01,03:00,22.7,0.0,99,8,0.0
2022/12/01,04:00,22.9,0.0,99,12,0.0
2022/12/01,05:00,23.0,0.0,99,8,0.0
2022/12/01,06:00,23.1,0.0,99,19,0.0
2022/12/01,07:00,23.0,9.8,100,334,0.0
2022/12/01,08:00,22.6,0.2,100,125,0.0
2022/12/01,09:00,23.1,0.2,100,318,0.0
2022/12/01,10:00,23.5,1.4,100,206,0.0
2022/12/01,11:00,23.4,13.6,100,43,0.2
2022/12/01,12:00,23.3,8.0,100,195,0.0
2022/12/01,13:00,23.8,0.0,100,201,0.0
2022/12/01,14:00,24.6,0.0,100,180,0.0
2022/12/01,15:00,25.2,0.6,100,200,0.0
2022/12/01,16:00,24.7,0.0,100,194,0.0
2022/12/01,17:00,24.9,0.0,99,153,0.0
2022/12/01,18:00,24.7,0.0,98,181,0.1
2022/12/01,19:00,24.2,0.0,98,17,0.0
2022/12/01,20:00,23.9,1.6,100,203,0.1
2022/12/01,21:00,23.7,1.6,100,213,0.2
2022/12/01,22:00,23.4,11.6,100,118,0.0
2022/12/01,23:00,23.3,2.4,100,196,0.0
2022/12/02,00:00,23.2,7.6,100,206,0.6
2022/12/02,01:00,23.0,10.4,100,26,0.0
2022/12/02,02:00,22.9,2.4,100,195,0.0
2022/12/02,03:00,22.7,1.6,100,188,0.0
2022/12/02,04:00,22.6,2.4,100,170,0.0
2022/12/02,05:00,22.4,3.2,100,159,0.5
2022/12/02,06:00,22.1,1.0,100,56,0.0
2022/12/02,07:00,21.8,0.4,100,3,0.3
2022/12/02,08:00,21.8,0.2,100,211,0.2
2022/12/02,09:00,21.9,0.0,100,107,0.0
2022/12/02,10:00,22.1,0.0,100,192,0.0
2022/12/02,11:00,22.7,0.2,100,187,0.0
2022/12/02,12:00,22.7,0.0,99,171,0.2
2022/12/02,13:00,22.8,0.0,94,58,0.3
2022/12/02,14:00,24.5,0.0,86,173,0.4
2022/12/02,15:00,24.9,0.0,81,172,0.4
2022/12/02,16:00,24.2,0.0,85,69,0.1
2022/12/02,17:00,24.3,0.0,89,61,0.4
2022/12/02,18:00,24.0,0.0,91,29,0.1
2022/12/02,19:00,23.0,0.0,96,326,0.0
2022/12/02,20:00,22.0,0.0,99,355,0.0
2022/12/02,21:00,21.7,0.0,100,357,0.0
2022/12/02,22:00,21.4,0.0,100,30,0.0
2022/12/02,23:00,21.1,0.0,100,29,0.0
2022/12/03,00:00,20.8,0.0,100,43,0.0
2022/12/03,01:00,20.5,0.0,100,43,0.0
2022/12/03,02:00,20.3,0.0,100,44,0.0
2022/12/03,03:00,19.9,0.0,100,54,0.0
2022/12/03,04:00,19.7,0.0,100,44,0.0
2022/12/03,05:00,19.6,0.0,100,44,0.0
2022/12/03,06:00,19.7,0.0,100,153,0.0
2022/12/03,07:00,20.1,0.0,100,229,0.0
2022/12/03,08:00,20.8,0.0,100,194,0.0
2022/12/03,09:00,22.4,0.0,95,218,0.0
2022/12/03,10:00,25.5,0.0,83,231,0.3
2022/12/03,11:00,28.9,0.0,71,123,0.2
2022/12/03,12:00,30.6,0.0,65,229,0.5
2022/12/03,13:00,31.2,0.0,65,153,0.3
2022/12/03,14:00,31.7,0.0,62,92,0.1
2022/12/03,15:00,32.6,0.0,58,18,0.3
2022/12/03,16:00,32.0,0.0,56,79,0.3
2022/12/03,17:00,30.6,0.0,68,68,0.0
2022/12/03,18:00,29.1,0.0,78,61,0.1
2022/12/03,19:00,26.7,0.0,85,42,0.0
2022/12/03,20:00,25.1,0.0,92,330,0.0
2022/12/03,21:00,24.3,0.0,97,1,0.0
2022/12/03,22:00,23.7,0.0,98,316,0.0
2022/12/03,23:00,23.5,0.0,99,359,0.0
2022/12/04,00:00,23.3,0.0,99,6,0.0
2022/12/04,01:00,22.8,0.0,99,54,0.0
2022/12/04,02:00,22.5,0.0,100,352,0.0
2022/12/04,03:00,22.1,0.0,100,347,0.0
2022/12/04,04:00,21.8,0.0,100,35,0.0
2022/12/04,05:00,21.6,0.0,100,41,0.0
2022/12/04,06:00,21.5,0.0,100,350,0.0
2022/12/04,07:00,21.7,0.0,100,339,0.0
2022/12/04,08:00,23.3,0.0,96,258,0.0
2022/12/04,09:00,24.9,0.0,89,271,0.0
2022/12/04,10:00,27.8,0.0,79,221,0.5
2022/12/04,11:00,31.0,0.0,70,298,0.3
2022/12/04,12:00,32.8,0.0,63,182,0.3
2022/12/04,13:00,34.0,0.0,61,202,0.2
2022/12/04,14:00,34.5,0.0,58,225,0.5
2022/12/04,15:00,33.6,0.0,59,73,0.6
2022/12/04,16:00,33.2,0.0,59,6,0.4
2022/12/04,17:00,32.5,0.0,61,40,0.2
2022/12/04,18:00,30.7,0.0,72,45,0.0
2022/12/04,19:00,28.2,0.0,84,12,0.0
2022/12/04,20:00,26.3,0.0,76,137,0.0
2022/12/04,21:00,24.5,0.0,80,286,0.2
2022/12/04,22:00,23.6,0.0,87,22,0.0
2022/12/04,23:00,22.6,0.0,92,59,0.0
2022/12/05,00:00,22.3,0.0,95,8,0.1
2022/12/05,01:00,22.0,0.0,96,14,0.0
2022/12/05,02:00,21.9,0.0,97,45,0.0
2022/12/05,03:00,21.6,0.0,98,13,0.0
2022/12/05,04:00,21.4,0.0,99,10,0.0
2022/12/05,05:00,21.1,0.0,99,7,0.0
2022/12/05,06:00,21.0,0.0,99,5,0.0
2022/12/05,07:00,21.0,0.0,99,5,0.0
2022/12/05,08:00,22.2,0.0,98,268,0.0
2022/12/05,09:00,24.9,0.0,89,212,0.0
2022/12/05,10:00,28.7,0.0,76,191,0.1
2022/12/05,11:00,31.9,0.0,68,221,0.2
2022/12/05,12:00,33.6,0.0,64,213,0.5
2022/12/05,13:00,35.0,0.0,61,249,0.4
2022/12/05,14:00,35.4,0.0,58,135,0.1
2022/12/05,15:00,35.4,0.0,58,183,0.2
2022/12/05,16:00,32.3,2.4,65,195,1.2
2022/12/05,17:00,22.7,14.4,100,194,0.5
2022/12/05,18:00,22.7,0.0,100,20,0.2
2022/12/05,19:00,22.4,0.0,100,337,0.1
2022/12/05,20:00,22.3,0.0,100,32,0.1
2022/12/05,21:00,22.0,0.0,100,164,0.0
2022/12/05,22:00,21.9,0.2,100,36,0.0
2022/12/05,23:00,21.8,0.0,100,357,0.0
2022/12/06,00:00,21.7,0.0,100,63,0.3
2022/12/06,01:00,21.6,0.0,100,278,0.0
2022/12/06,02:00,21.4,0.0,100,310,0.0
2022/12/06,03:00,21.3,0.0,100,41,0.1
2022/12/06,04:00,21.3,0.0,100,338,0.0
2022/12/06,05:00,21.1,0.0,100,297,0.0
2022/12/06,06:00,21.0,0.0,100,339,0.0
2022/12/06,07:00,21.0,0.0,100,27,0.0
2022/12/06,08:00,22.1,0.0,100,142,0.5
2022/12/06,09:00,23.7,0.0,97,197,0.0
2022/12/06,10:00,25.1,0.0,92,168,0.4
2022/12/06,11:00,27.0,0.0,83,229,0.0
2022/12/06,12:00,27.8,0.0,81,201,0.1
2022/12/06,13:00,24.4,12.2,95,200,0.1
2022/12/06,14:00,25.3,0.0,96,205,0.2
2022/12/06,15:00,25.4,0.0,89,190,0.3
2022/12/06,16:00,26.3,0.0,83,231,0.0
2022/12/06,17:00,27.2,0.0,80,121,0.0
2022/12/06,18:00,26.1,0.0,88,326,0.0
2022/12/06,19:00,24.6,0.0,94,9,0.0
2022/12/06,20:00,23.7,0.0,98,4,0.0
2022/12/06,21:00,23.2,0.0,99,1,0.0
2022/12/06,22:00,22.6,0.0,99,28,0.0
2022/12/06,23:00,22.3,0.0,99,58,0.0
2022/12/07,00:00,22.2,0.0,100,56,0.0
2022/12/07,01:00,22.0,0.0,100,357,0.0
2022/12/07,02:00,22.1,0.0,100,305,0.0
2022/12/07,03:00,21.9,0.0,100,220,0.0
2022/12/07,04:00,21.4,0.0,100,357,0.0
2022/12/07,05:00,21.2,0.0,100,282,0.0
2022/12/07,06:00,21.2,0.0,100,333,0.0
2022/12/07,07:00,21.5,0.0,100,323,0.0
2022/12/07,08:00,22.4,0.0,99,231,0.0
2022/12/07,09:00,23.8,0.0,94,235,0.0
2022/12/07,10:00,25.8,0.0,87,306,0.0
2022/12/07,11:00,27.1,0.0,83,189,0.1
2022/12/07,12:00,28.4,0.0,79,208,0.0
2022/12/07,13:00,29.3,0.0,78,260,0.3
2022/12/07,14:00,31.0,0.0,68,63,0.1
2022/12/07,15:00,30.1,0.0,72,119,0.0
2022/12/07,16:00,30.4,0.0,66,233,0.0
2022/12/07,17:00,30.0,0.0,69,123,0.2
2022/12/07,18:00,28.9,0.0,80,24,0.1
2022/12/07,19:00,26.6,0.0,89,27,0.0
2022/12/07,20:00,25.2,0.0,94,25,0.0
2022/12/07,21:00,24.5,0.0,97,46,0.0
2022/12/07,22:00,24.0,0.0,98,25,0.0
2022/12/07,23:00,23.6,0.0,99,37,0.0
2022/12/08,00:00,23.5,0.0,99,30,0.0
2022/12/08,01:00,23.3,0.0,100,332,0.0
2022/12/08,02:00,23.3,0.0,100,6,0.0
2022/12/08,03:00,23.4,0.0,100,349,0.0
2022/12/08,04:00,23.3,0.0,100,360,0.0
2022/12/08,05:00,23.2,0.0,100,36,0.0
2022/12/08,06:00,23.1,0.0,100,4,0.0
2022/12/08,07:00,22.9,0.0,100,1,0.0
2022/12/08,08:00,23.8,0.0,99,286,0.0
2022/12/08,09:00,26.0,0.0,91,150,0.1
2022/12/08,10:00,28.5,0.0,79,294,0.0
2022/12/08,11:00,30.1,0.0,75,340,0.1
2022/12/08,12:00,31.5,0.0,71,168,0.3
2022/12/08,13:00,31.6,0.0,70,149,0.1
2022/12/08,14:00,32.6,0.0,68,146,0.5
2022/12/08,15:00,32.8,0.0,65,72,0.5
2022/12/08,16:00,31.0,0.0,75,327,0.5
2022/12/08,17:00,31.9,0.0,68,288,0.3
2022/12/08,18:00,30.7,0.0,75,37,0.0
2022/12/08,19:00,28.4,0.0,86,339,0.0
2022/12/08,20:00,26.6,0.0,92,134,0.0
2022/12/08,21:00,25.6,0.0,95,322,0.1
2022/12/08,22:00,25.2,0.0,97,28,0.0
2022/12/08,23:00,24.8,0.0,98,8,0.0
2022/12/09,00:00,24.4,0.0,99,39,0.0
2022/12/09,01:00,24.1,0.0,99,319,0.0
2022/12/09,02:00,23.8,0.0,99,6,0.0
2022/12/09,03:00,23.6,0.0,99,13,0.0
2022/12/09,04:00,23.4,0.0,99,355,0.0
2022/12/09,05:00,23.2,0.0,100,1,0.0
2022/12/09,06:00,23.0,0.0,100,17,0.0
2022/12/09,07:00,23.2,0.0,100,17,0.0
2022/12/09,08:00,24.1,0.0,99,58,0.0
2022/12/09,09:00,25.8,0.0,92,237,0.2
2022/12/09,10:00,28.0,0.0,86,261,0.2
2022/12/09,11:00,30.1,0.0,80,210,0.0
2022/12/09,12:00,31.5,0.0,74,279,0.2
2022/12/09,13:00,33.5,0.0,68,265,0.2
2022/12/09,14:00,33.6,0.0,64,22,0.4
2022/12/09,15:00,33.6,0.0,63,286,0.4
2022/12/09,16:00,33.3,0.0,61,308,0.3
2022/12/09,17:00,31.9,0.0,74,79,0.1
2022/12/09,18:00,31.4,0.0,78,39,0.1
2022/12/09,19:00,29.4,0.0,86,49,0.0
2022/12/09,20:00,27.6,0.0,91,14,0.0
2022/12/09,21:00,26.9,0.0,95,344,0.0
2022/12/09,22:00,26.6,0.0,98,3,0.0
2022/12/09,23:00,26.2,0.0,97,12,0.1
2022/12/10,00:00,25.5,0.0,98,309,0.0
2022/12/10,01:00,25.1,0.0,96,208,0.1
2022/12/10,02:00,24.4,0.0,98,28,0.1
2022/12/10,03:00,24.0,0.0,98,353,0.0
2022/12/10,04:00,23.9,0.8,99,16,0.0
2022/12/10,05:00,23.5,0.0,100,36,0.0
2022/12/10,06:00,23.3,0.0,100,352,0.0
2022/12/10,07:00,23.3,0.0,100,341,0.0
2022/12/10,08:00,24.2,0.0,99,349,0.2
2022/12/10,09:00,25.7,0.0,93,155,0.2
2022/12/10,10:00,28.1,0.0,83,157,0.2
2022/12/10,11:00,31.1,0.0,72,10,0.6
2022/12/10,12:00,33.1,0.0,67,350,0.4
2022/12/10,13:00,34.4,0.0,65,323,0.4
2022/12/10,14:00,34.4,0.0,64,277,0.6
2022/12/10,15:00,34.5,0.0,60,34,0.3
2022/12/10,16:00,33.5,0.0,62,345,0.3
2022/12/10,17:00,33.1,0.0,65,290,0.3
2022/12/10,18:00,31.3,0.0,74,337,0.0
2022/12/10,19:00,28.9,0.0,83,16,0.0
2022/12/10,20:00,27.4,0.0,91,16,0.0
2022/12/10,21:00,26.4,0.0,94,57,0.0
2022/12/10,22:00,25.8,0.0,96,52,0.0
2022/12/10,23:00,25.4,0.0,97,43,0.0
2022/12/11,00:00,25.3,0.0,98,55,0.0
2022/12/11,01:00,25.0,0.0,98,41,0.0
2022/12/11,02:00,24.7,0.0,98,40,0.0
2022/12/11,03:00,24.6,0.0,99,40,0.0
2022/12/11,04:00,24.3,0.0,99,45,0.0
2022/12/11,05:00,24.3,0.0,99,55,0.1
2022/12/11,06:00,24.5,0.0,99,24,0.0
2022/12/11,07:00,24.8,0.0,97,339,0.7
2022/12/11,08:00,22.9,8.4,96,215,0.2
2022/12/11,09:00,22.0,2.8,99,267,0.0
2022/12/11,10:00,21.7,2.0,99,59,0.0
2022/12/11,11:00,23.6,0.0,99,327,0.0
2022/12/11,12:00,24.9,0.0,97,174,0.2
2022/12/11,13:00,27.2,0.0,92,193,0.6
2022/12/11,14:00,29.7,0.0,85,252,0.1
2022/12/11,15:00,30.6,0.0,79,163,0.0
2022/12/11,16:00,29.9,0.0,83,191,0.2
2022/12/11,17:00,29.2,0.0,85,175,0.0
2022/12/11,18:00,27.0,2.2,89,289,0.4
2022/12/11,19:00,23.4,3.4,99,336,0.0
2022/12/11,20:00,23.0,S/D,100,34,0.0
2022/12/11,21:00,23.0,0.6,100,13,0.1
2022/12/11,22:00,23.1,0.0,100,194,0.0
2022/12/11,23:00,23.0,0.2,100,317,0.0
2022/12/12,00:00,22.9,0.0,100,357,0.0
2022/12/12,01:00,23.0,1.8,100,272,0.1
2022/12/12,02:00,23.0,4.4,100,214,0.0
2022/12/12,03:00,22.8,29.4,100,58,0.4
2022/12/12,04:00,22.3,6.6,100,79,0.5
2022/12/12,05:00,22.2,9.6,100,50,0.2
2022/12/12,06:00,22.0,6.6,100,75,0.0
2022/12/12,07:00,21.9,1.8,100,344,0.0
2022/12/12,08:00,22.2,1.4,100,269,0.0
2022/12/12,09:00,22.7,0.2,100,91,0.1
2022/12/12,10:00,23.3,0.0,100,340,0.0
2022/12/12,11:00,23.8,0.6,100,240,0.0
2022/12/12,12:00,24.8,0.2,100,257,0.1
2022/12/12,13:00,25.7,0.0,99,323,0.2
2022/12/12,14:00,25.1,0.2,99,352,0.1
2022/12/12,15:00,25.9,0.0,95,305,0.4
2022/12/12,16:00,26.8,0.0,87,241,0.1
2022/12/12,17:00,26.9,0.0,85,295,0.1
2022/12/12,18:00,26.0,0.0,90,79,0.0
2022/12/12,19:00,25.0,0.0,94,57,0.0
2022/12/12,20:00,23.7,0.0,98,24,0.0
2022/12/12,21:00,23.2,0.0,100,1,0.0
2022/12/12,22:00,23.2,0.0,100,2,0.0
2022/12/12,23:00,23.1,0.0,100,62,0.0
2022/12/13,00:00,23.0,0.0,100,259,0.0
2022/12/13,01:00,22.9,0.0,100,259,0.0
2022/12/13,02:00,22.8,0.0,100,259,0.0
2022/12/13,03:00,22.7,0.0,100,260,0.0
2022/12/13,04:00,22.5,0.0,100,260,0.0
2022/12/13,05:00,22.4,0.0,100,260,0.0
2022/12/13,06:00,22.2,0.0,100,260,0.0
2022/12/13,07:00,22.3,0.0,100,260,0.0
2022/12/13,08:00,23.1,0.0,100,77,0.0
2022/12/13,09:00,23.9,0.0,96,204,0.0
2022/12/13,10:00,25.2,0.0,91,187,0.0
2022/12/13,11:00,26.4,0.0,87,100,0.6
2022/12/13,12:00,28.0,0.0,83,238,0.1
2022/12/13,13:00,29.1,0.0,90,101,0.6
2022/12/13,14:00,28.9,0.0,91,205,0.3
2022/12/13,15:00,31.0,0.0,86,287,0.4
2022/12/13,16:00,30.5,0.0,80,244,0.3
2022/12/13,17:00,29.6,0.0,79,332,0.1
2022/12/13,18:00,28.6,0.0,80,352,0.0
2022/12/13,19:00,26.7,0.0,89,55,0.0
2022/12/13,20:00,25.2,0.0,93,20,0.0
2022/12/13,21:00,24.5,0.0,96,360,0.0
2022/12/13,22:00,24.3,0.0,98,360,0.0
2022/12/13,23:00,24.4,0.0,98,52,0.0
2022/12/14,00:00,24.2,0.0,98,42,0.0
2022/12/14,01:00,24.2,4.6,99,301,0.5
2022/12/14,02:00,22.5,7.0,100,11,0.0
2022/12/14,03:00,22.4,0.0,100,7,0.0
2022/12/14,04:00,22.3,0.0,100,60,0.0
2022/12/14,05:00,22.4,0.0,100,91,0.0
2022/12/14,06:00,22.4,0.0,100,55,0.0
2022/12/14,07:00,22.3,0.0,100,100,0.0
2022/12/14,08:00,23.0,0.0,100,64,0.2
2022/12/14,09:00,24.7,0.0,99,72,0.0
2022/12/14,10:00,27.5,0.0,91,308,0.2
2022/12/14,11:00,30.0,0.0,83,28,0.1
2022/12/14,12:00,31.4,0.0,79,239,0.2
2022/12/14,13:00,32.4,0.0,76,305,0.1
2022/12/14,14:00,34.3,0.0,79,125,0.7
2022/12/14,15:00,32.6,0.0,86,63,0.2
2022/12/14,16:00,31.7,0.0,86,62,0.0
2022/12/14,17:00,29.9,0.0,89,107,0.0
2022/12/14,18:00,29.8,0.0,87,359,0.0
2022/12/14,19:00,28.2,0.0,89,60,0.0
2022/12/14,20:00,26.7,0.0,91,25,0.0
2022/12/14,21:00,25.9,0.0,94,47,0.0
2022/12/14,23:00,25.2,0.0,97,65,0.0
2022/12/15,00:00,25.2,0.0,97,323,0.0
2022/12/15,01:00,25.2,0.0,98,124,0.0
2022/12/15,02:00,25.1,0.0,96,211,0.1
2022/12/15,03:00,25.0,0.0,95,321,0.0
2022/12/15,04:00,24.6,0.0,96,131,0.0
2022/12/15,05:00,24.3,12.6,98,42,0.2
2022/12/15,06:00,23.6,0.2,99,45,0.2
2022/12/15,07:00,23.6,0.0,99,42,0.1
