Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos.
Estación : MALINOWSKY
Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,INAMBARI
Latitud :,12°56'2.8'',Longitud :,69°31'3'',Altitud :,220 msnm.
Tipo :,EMA - Meteorológica,Código :,47E8336C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2026/01/01,00:00,23.9,0.0,98,359,0.0
2026/01/01,01:00,23.7,0.0,98,354,0.0
2026/01/01,02:00,23.4,0.0,98,327,0.0
2026/01/01,03:00,23.2,0.0,98,10,0.0
2026/01/01,04:00,23.0,0.0,98,9,0.0
2026/01/01,05:00,23.0,0.0,98,44,0.0
2026/01/01,06:00,23.2,0.0,98,315,0.0
2026/01/01,07:00,23.3,0.0,98,320,0.0
2026/01/01,08:00,24.3,0.0,98,58,0.1
2026/01/01,09:00,25.3,0.0,93,67,0.6
2026/01/01,10:00,26.8,0.0,87,225,0.0
2026/01/01,11:00,31.0,0.0,73,264,0.5
2026/01/01,12:00,31.7,0.2,70,32,0.4
2026/01/01,13:00,31.4,0.0,72,246,0.1
2026/01/01,14:00,34.3,0.0,66,316,0.1
2026/01/01,15:00,34.6,0.0,64,276,0.1
2026/01/01,16:00,35.0,0.0,59,246,0.3
2026/01/01,17:00,33.1,0.0,62,63,0.3
2026/01/01,18:00,30.6,0.0,73,77,0.4
2026/01/01,19:00,28.5,0.0,84,71,0.3
2026/01/01,20:00,27.1,0.0,85,77,0.7
2026/01/01,21:00,26.1,0.0,90,117,0.4
2026/01/01,22:00,25.7,0.0,92,89,0.5
2026/01/01,23:00,25.6,0.0,91,88,0.4
2026/01/02,00:00,25.0,0.0,93,303,0.4
2026/01/02,01:00,24.9,0.0,95,344,0.3
2026/01/02,02:00,24.8,0.0,96,359,0.1
2026/01/02,03:00,24.7,0.0,96,21,0.1
2026/01/02,04:00,24.1,0.0,96,7,0.0
2026/01/02,05:00,23.6,0.2,97,24,0.0
2026/01/02,06:00,23.4,0.2,97,24,0.0
2026/01/02,07:00,23.3,0.0,97,314,0.2
2026/01/02,08:00,23.5,0.0,96,285,0.1
2026/01/02,09:00,24.2,0.0,94,332,0.1
2026/01/02,10:00,25.9,0.0,89,242,0.1
2026/01/02,11:00,28.9,0.0,77,341,0.6
2026/01/02,12:00,29.8,0.0,75,12,0.2
2026/01/02,13:00,30.4,0.0,77,218,0.1
2026/01/02,14:00,31.7,0.0,73,222,0.1
2026/01/02,15:00,30.2,0.0,77,338,0.4
2026/01/02,16:00,27.3,0.2,86,272,0.2
2026/01/02,17:00,26.9,0.0,91,115,0.0
2026/01/02,18:00,26.2,0.0,93,274,0.0
2026/01/02,19:00,26.0,0.0,94,63,0.1
2026/01/02,20:00,25.3,0.0,97,57,0.2
2026/01/02,21:00,24.8,0.0,97,77,0.0
2026/01/02,22:00,24.4,0.0,98,357,0.0
2026/01/02,23:00,24.3,0.0,98,9,0.0
2026/01/03,00:00,24.6,0.0,98,33,0.0
2026/01/03,01:00,24.7,0.0,98,288,0.2
2026/01/03,02:00,24.4,0.0,98,15,0.1
2026/01/03,03:00,23.9,0.0,98,5,0.0
2026/01/03,04:00,23.8,0.0,98,338,0.0
2026/01/03,05:00,23.5,0.0,98,331,0.0
2026/01/03,06:00,23.2,0.0,98,296,0.0
2026/01/03,07:00,23.4,0.0,99,347,0.0
2026/01/03,08:00,24.0,0.0,99,272,0.0
2026/01/03,09:00,25.1,0.0,95,206,0.0
2026/01/03,10:00,27.1,0.0,87,180,0.1
2026/01/03,11:00,30.7,0.0,74,337,0.3
2026/01/03,12:00,32.8,0.0,66,275,0.4
2026/01/03,13:00,33.4,0.0,66,280,0.7
2026/01/03,14:00,33.3,0.0,66,311,0.7
2026/01/03,15:00,33.9,0.0,60,26,0.7
2026/01/03,16:00,33.8,0.0,60,315,0.6
2026/01/03,17:00,32.1,0.0,64,10,0.5
2026/01/03,18:00,30.9,0.0,66,110,0.1
2026/01/03,19:00,28.4,0.0,77,31,0.0
2026/01/03,20:00,26.4,0.0,86,51,0.0
2026/01/03,21:00,25.4,0.0,94,64,0.0
2026/01/03,22:00,25.0,0.0,96,10,0.0
2026/01/03,23:00,24.8,0.0,97,35,0.5
2026/01/04,00:00,24.5,0.0,97,13,0.0
2026/01/04,01:00,24.2,0.0,98,18,0.0
2026/01/04,02:00,24.0,0.0,98,6,0.0
2026/01/04,03:00,24.1,0.0,98,276,0.0
2026/01/04,04:00,24.3,0.0,98,343,0.0
2026/01/04,05:00,24.1,0.0,98,21,0.0
2026/01/04,06:00,24.1,0.0,98,334,0.0
2026/01/04,07:00,24.1,0.0,98,12,0.0
2026/01/04,08:00,24.9,0.0,97,268,0.2
2026/01/04,09:00,26.3,0.0,89,272,0.1
2026/01/04,10:00,28.6,0.0,84,255,0.3
2026/01/04,11:00,32.8,0.0,71,220,0.3
2026/01/04,12:00,34.1,0.0,65,276,0.4
2026/01/04,13:00,35.1,0.0,63,197,0.2
2026/01/04,14:00,35.5,0.0,63,95,0.5
2026/01/04,15:00,27.5,7.4,84,181,0.8
2026/01/04,16:00,22.8,0.6,98,199,0.4
2026/01/04,17:00,22.5,2.0,98,80,0.2
2026/01/04,18:00,22.4,0.8,98,64,0.5
2026/01/04,19:00,22.2,0.2,99,282,0.0
2026/01/04,20:00,22.1,0.2,99,5,0.0
2026/01/04,22:00,22.1,S/D,S/D,S/D,S/D
2026/01/04,23:00,22.0,0.0,99,3,0.1
2026/01/05,00:00,22.0,0.0,99,23,0.1
2026/01/05,01:00,22.0,0.0,99,26,0.1
2026/01/05,02:00,22.0,0.0,99,84,0.0
2026/01/05,03:00,22.1,0.0,99,355,0.1
2026/01/05,04:00,22.0,0.0,99,233,0.0
2026/01/05,05:00,22.0,0.0,99,23,0.1
2026/01/05,06:00,21.9,0.0,99,331,0.0
2026/01/05,07:00,22.0,0.0,99,295,0.1
2026/01/05,08:00,22.7,0.0,99,331,0.2
2026/01/05,09:00,23.8,0.0,99,12,0.2
2026/01/05,10:00,25.0,0.0,97,236,0.0
