Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2020-01-01,1.750,1.800,1.660,1.550
2020-01-02,1.900,1.750,1.560,2.500
2020-01-03,1.800,1.600,1.450,1.300
2020-01-04,1.550,1.500,1.400,1.350
2020-01-05,1.450,1.300,1.350,1.250
2020-01-06,1.600,1.480,1.350,1.270
2020-01-07,1.550,3.500,5.200,2.800
2020-01-08,2.000,1.800,1.700,1.600
2020-01-09,1.450,1.350,1.300,1.250
2020-01-10,2.150,1.800,1.670,1.450
2020-01-11,1.850,1.650,2.100,1.700
2020-01-12,1.950,1.750,1.550,1.400
2020-01-13,2.150,1.850,1.600,1.550
2020-01-14,1.900,1.700,1.500,1.400
2020-01-15,1.800,1.660,1.450,1.300
2020-01-16,1.550,1.370,1.280,1.150
2020-01-17,1.450,1.400,1.300,1.250
2020-01-18,1.850,1.600,1.550,1.450
2020-01-19,1.650,1.530,1.470,1.300
2020-01-20,1.450,1.360,1.300,1.250
2020-01-21,1.550,1.450,1.600,1.360
2020-01-22,1.750,1.650,1.500,1.450
2020-01-23,1.680,1.700,1.850,2.200
2020-01-24,1.780,1.660,1.480,1.360
2020-01-25,1.550,1.450,1.400,1.350
2020-01-26,1.660,1.480,1.370,1.280
2020-01-27,1.200,1.170,1.150,1.130
2020-01-28,1.250,1.200,1.170,1.100
2020-01-29,1.850,1.650,1.400,1.300
2020-01-30,1.550,1.450,1.370,1.320
2020-01-31,1.400,1.350,1.300,1.250
