Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2024-02-01,1.280,1.150,1.000,0.880
2024-02-02,0.850,0.830,0.800,0.770
2024-02-03,0.750,0.720,0.700,0.680
2024-02-04,0.770,0.750,0.730,0.720
2024-02-05,0.680,0.670,0.660,0.650
2024-02-06,1.980,1.500,1.100,1.000
2024-02-07,0.800,0.780,0.750,0.790
2024-02-08,0.740,0.720,0.700,0.690
2024-02-09,0.650,0.640,0.630,0.760
2024-02-10,0.850,0.830,0.800,0.770
2024-02-11,0.750,0.720,0.700,0.950
2024-02-12,0.700,0.680,0.650,0.970
2024-02-13,0.870,0.850,0.830,0.900
2024-02-14,1.050,1.000,0.950,0.850
2024-02-15,0.800,0.770,0.740,0.700
2024-02-16,1.000,0.970,0.950,0.900
2024-02-17,0.980,1.500,1.750,1.450
2024-02-18,1.150,1.000,0.950,0.880
2024-02-19,0.780,0.750,0.730,0.700
2024-02-20,1.000,0.900,0.850,0.790
2024-02-21,0.850,0.830,0.800,0.770
2024-02-22,2.200,1.450,1.200,1.000
2024-02-23,0.850,0.830,0.800,0.750
2024-02-24,1.780,1.280,0.900,0.850
2024-02-25,1.850,1.480,1.200,1.150
2024-02-26,1.000,0.950,0.900,1.100
2024-02-27,0.880,0.870,0.850,0.830
2024-02-28,2.100,1.980,1.850,1.630
2024-02-29,1.200,1.000,0.950,0.900
