Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2017-01-01,1.450,1.400,1.350,1.300
2017-01-02,1.500,1.450,1.400,1.350
2017-01-03,1.650,1.600,1.550,1.450
2017-01-04,2.200,2.450,2.550,2.300
2017-01-05,2.800,3.500,3.800,2.800
2017-01-06,2.500,2.300,2.100,1.800
2017-01-07,1.500,1.450,1.400,1.350
2017-01-08,1.250,1.200,1.150,1.100
2017-01-09,1.280,2.800,3.000,2.750
2017-01-10,2.880,3.900,4.500,3.500
2017-01-11,2.000,1.850,1.750,2.200
2017-01-12,2.550,2.350,2.200,1.800
2017-01-13,2.400,2.250,2.100,1.750
2017-01-14,1.500,1.450,1.400,1.350
2017-01-15,2.800,4.500,4.800,3.500
2017-01-16,2.300,2.100,2.000,1.750
2017-01-17,2.600,2.350,2.100,1.800
2017-01-18,1.650,1.600,1.550,1.450
2017-01-19,1.350,1.300,1.250,1.200
2017-01-20,1.600,1.450,1.400,1.350
2017-01-21,1.500,1.650,1.550,1.450
2017-01-22,1.770,1.580,1.360,1.250
2017-01-23,1.380,1.270,1.240,1.180
2017-01-24,1.250,1.800,2.500,2.000
2017-01-25,1.600,2.000,2.300,1.950
2017-01-26,1.550,1.450,1.400,1.350
2017-01-27,1.480,1.650,2.000,1.700
2017-01-28,1.600,1.550,1.450,1.400
2017-01-29,1.300,1.250,1.200,1.150
2017-01-30,1.280,1.250,1.230,1.180
2017-01-31,1.200,1.170,1.150,1.080
