Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2021-11-01,1.000,0.970,0.950,0.930
2021-11-02,0.900,0.880,0.860,0.840
2021-11-03,1.200,1.500,2.800,2.200
2021-11-04,1.500,1.350,1.200,1.100
2021-11-05,1.050,1.000,0.970,0.940
2021-11-06,0.900,0.870,0.830,0.800
2021-11-07,1.100,1.050,1.000,0.950
2021-11-08,2.000,1.600,1.500,1.300
2021-11-09,1.650,2.100,1.800,1.500
2021-11-10,1.700,1.600,1.550,1.450
2021-11-11,1.300,1.250,1.200,1.150
2021-11-12,1.500,1.450,1.400,1.350
2021-11-13,2.500,2.300,2.000,1.680
2021-11-14,1.800,1.600,1.500,1.400
2021-11-15,1.200,1.150,1.100,1.050
2021-11-16,1.180,1.280,1.400,1.550
2021-11-17,1.200,1.160,1.080,1.000
2021-11-18,1.550,1.650,1.700,2.500
2021-11-19,1.400,1.300,1.250,1.900
2021-11-20,1.300,1.440,1.500,1.200
2021-11-21,1.450,1.350,1.300,1.250
2021-11-22,1.550,1.480,1.380,1.260
2021-11-23,1.150,1.280,1.350,1.200
2021-11-24,1.650,1.800,1.500,1.250
2021-11-25,1.100,1.050,1.000,0.950
2021-11-26,0.900,0.850,0.800,0.750
2021-11-27,1.800,1.600,1.500,1.400
2021-11-28,1.750,1.550,2.000,2.200
2021-11-29,2.500,2.350,2.100,1.800
2021-11-30,2.150,2.000,1.750,1.550
