Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-05-01,3.100,2.850,2.550,2.000
2019-05-02,1.500,1.450,1.400,1.350
2019-05-03,1.480,1.430,1.380,1.400
2019-05-04,1.550,1.470,1.440,1.400
2019-05-05,1.600,1.550,1.500,1.450
2019-05-06,1.400,1.370,1.330,1.300
2019-05-07,1.480,1.450,1.430,1.400
2019-05-08,1.370,1.350,1.300,1.250
2019-05-09,1.380,1.340,1.320,1.300
2019-05-10,1.450,1.430,1.400,1.370
2019-05-11,1.300,1.380,1.360,1.340
2019-05-12,2.800,2.600,2.400,2.100
2019-05-13,1.600,1.550,1.700,1.450
2019-05-14,1.800,1.650,1.500,1.430
2019-05-15,1.550,1.450,1.400,1.350
2019-05-16,1.480,1.370,1.340,1.300
2019-05-17,1.500,1.470,1.430,1.400
2019-05-18,1.300,1.270,1.250,1.230
2019-05-19,1.450,1.400,1.350,1.300
2019-05-20,1.550,1.600,1.470,1.430
2019-05-21,1.650,1.440,1.350,1.300
2019-05-22,1.450,1.400,1.370,1.320
2019-05-23,1.680,1.570,1.500,1.450
2019-05-24,1.300,1.280,1.260,1.200
2019-05-25,1.550,1.660,1.750,1.500
2019-05-26,1.400,1.370,1.330,1.280
2019-05-27,1.250,1.210,1.180,1.150
2019-05-28,1.350,1.330,1.300,1.270
2019-05-29,1.450,1.400,1.370,1.350
2019-05-30,1.200,1.180,1.150,1.130
2019-05-31,1.100,1.070,1.040,1.000
