Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2022-06-01,2.500,2.100,2.000,1.700
2022-06-02,2.450,2.250,1.800,1.650
2022-06-03,2.500,2.300,2.100,2.700
2022-06-04,1.600,1.450,1.250,1.100
2022-06-05,1.300,1.250,1.200,1.150
2022-06-06,1.000,0.970,0.930,0.900
2022-06-07,1.150,1.100,1.050,1.000
2022-06-08,1.200,1.150,1.080,1.050
2022-06-09,1.500,1.350,1.250,1.200
2022-06-10,2.000,1.850,1.650,1.550
2022-06-11,2.600,2.200,1.800,1.600
2022-06-12,1.300,1.250,1.200,1.150
2022-06-13,1.100,1.050,1.030,1.000
2022-06-14,0.950,0.930,0.900,0.880
2022-06-15,0.850,0.840,0.820,0.800
2022-06-16,0.790,0.780,0.770,0.760
2022-06-17,0.750,0.740,0.730,0.720
2022-06-18,0.700,0.690,0.680,0.670
2022-06-19,1.200,1.150,1.100,1.050
2022-06-20,1.350,1.250,1.200,1.150
2022-06-21,1.100,1.050,1.000,0.950
2022-06-22,0.900,0.880,0.860,0.840
2022-06-23,0.820,0.800,0.780,0.760
2022-06-24,0.740,0.720,0.700,0.680
2022-06-25,0.660,0.640,0.620,0.600
2022-06-26,0.590,0.590,0.620,0.580
2022-06-27,0.570,0.570,0.570,0.570
2022-06-28,0.560,0.560,0.560,0.560
2022-06-29,0.550,0.550,0.550,0.550
2022-06-30,0.540,0.540,0.540,0.540
