Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-11-01,0.900,0.950,1.000,0.920
2023-11-02,0.700,0.850,0.900,0.750
2023-11-03,0.790,0.770,0.750,0.650
2023-11-04,0.950,0.900,0.880,0.850
2023-11-05,0.930,0.890,0.840,0.800
2023-11-06,0.850,0.750,0.700,0.650
2023-11-07,0.670,0.650,0.630,0.610
2023-11-08,0.640,0.640,0.640,0.640
2023-11-09,0.800,0.950,0.980,0.900
2023-11-10,0.940,0.930,0.910,0.880
2023-11-11,0.980,0.970,0.950,0.930
2023-11-12,0.900,0.880,0.860,0.840
2023-11-13,0.770,0.760,0.750,0.740
2023-11-14,0.900,0.850,0.800,0.700
2023-11-15,0.870,0.830,0.810,0.790
2023-11-16,0.770,0.750,0.730,0.710
2023-11-17,0.780,0.760,0.750,0.720
2023-11-18,0.750,0.740,0.730,0.710
2023-11-19,0.640,0.620,0.600,0.580
2023-11-20,0.930,0.900,0.870,0.850
2023-11-21,1.050,1.000,0.950,0.900
2023-11-22,0.780,0.750,0.710,0.680
2023-11-23,0.770,1.300,1.250,1.150
2023-11-24,0.930,0.950,0.900,0.850
2023-11-25,1.380,1.250,1.150,1.100
2023-11-26,1.350,1.000,0.860,0.560
2023-11-27,0.950,0.900,0.850,0.650
2023-11-28,0.870,0.860,0.870,0.840
2023-11-29,0.880,0.850,0.840,0.820
2023-11-30,1.000,0.950,0.900,0.850
