Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2018-03-01,2.800,2.500,2.350,2.200
2018-03-02,1.800,1.650,1.550,1.400
2018-03-03,1.750,1.700,1.600,1.500
2018-03-04,1.380,1.280,1.200,1.150
2018-03-05,1.550,1.450,1.400,1.350
2018-03-06,1.200,1.150,1.100,1.050
2018-03-07,1.980,1.660,1.480,1.350
2018-03-08,1.250,1.180,1.140,1.080
2018-03-09,1.150,1.130,1.100,1.050
2018-03-10,1.120,1.070,1.030,1.000
2018-03-11,1.180,1.150,1.130,1.080
2018-03-12,1.220,1.170,1.120,1.060
2018-03-13,1.000,0.970,0.950,0.930
2018-03-14,1.500,1.450,1.350,1.100
2018-03-15,1.050,1.000,0.970,0.950
2018-03-16,1.550,1.450,1.350,1.300
2018-03-17,1.400,1.250,1.150,1.100
2018-03-18,1.380,1.270,1.180,1.120
2018-03-19,1.850,2.150,2.300,2.100
2018-03-20,1.600,1.550,1.450,1.400
2018-03-21,1.560,1.430,1.370,1.250
2018-03-22,1.500,1.380,1.220,1.150
2018-03-23,1.100,1.070,1.040,1.000
2018-03-24,1.450,1.350,1.300,1.250
2018-03-25,1.550,1.500,1.450,1.400
2018-03-26,1.600,1.470,1.380,1.550
2018-03-27,1.300,1.250,1.200,1.150
2018-03-28,1.050,1.000,0.970,0.950
2018-03-29,1.100,1.080,1.050,1.030
2018-03-30,1.250,1.200,1.150,1.100
2018-03-31,1.180,1.120,1.080,1.050
