Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2022-08-01,1.100,1.050,1.000,0.950
2022-08-02,1.080,1.030,1.000,1.150
2022-08-03,1.050,1.000,0.980,0.950
2022-08-04,0.900,0.870,0.830,0.800
2022-08-05,1.150,1.050,1.000,0.970
2022-08-06,1.100,1.080,1.030,1.000
2022-08-07,1.500,1.400,1.350,1.300
2022-08-08,1.450,1.350,1.280,1.200
2022-08-09,1.150,1.100,1.050,1.000
2022-08-10,1.450,1.300,1.250,1.150
2022-08-11,1.050,1.030,1.000,0.970
2022-08-12,0.900,0.870,0.830,0.800
2022-08-13,0.780,0.750,0.720,0.700
2022-08-14,0.690,0.680,0.670,0.660
2022-08-15,0.650,0.650,0.650,0.650
2022-08-16,0.640,0.640,0.640,0.640
2022-08-17,1.100,1.050,1.000,0.970
2022-08-18,1.180,1.150,1.130,1.100
2022-08-19,4.300,3.000,2.300,2.000
2022-08-20,1.600,1.550,1.450,1.400
2022-08-21,1.300,1.250,1.200,1.150
2022-08-22,1.100,1.070,1.050,1.030
2022-08-23,1.000,0.670,0.650,0.600
2022-08-24,0.800,0.770,0.750,0.700
2022-08-25,0.680,0.650,0.630,0.600
2022-08-26,0.580,0.580,0.580,0.580
2022-08-27,0.570,0.570,0.570,0.570
2022-08-28,0.560,0.560,0.560,0.560
2022-08-29,0.550,0.550,0.650,0.630
2022-08-30,0.600,0.580,0.580,0.580
2022-08-31,0.570,0.570,0.570,0.570
