Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2020-08-01,1.050,1.030,1.000,0.970
2020-08-02,0.950,0.930,0.900,0.880
2020-08-03,0.850,0.830,0.810,0.790
2020-08-04,0.770,0.760,0.750,0.740
2020-08-05,0.730,0.720,0.710,0.700
2020-08-06,0.690,0.680,0.670,0.660
2020-08-07,0.650,0.640,0.630,0.620
2020-08-08,0.600,0.590,0.580,0.580
2020-08-09,0.550,0.540,0.530,0.520
2020-08-10,0.500,0.500,0.500,0.500
2020-08-11,0.480,0.480,0.480,0.480
2020-08-12,0.470,0.470,0.470,0.470
2020-08-13,0.460,0.460,0.460,0.460
2020-08-14,0.450,0.000,0.000,0.450
2020-08-15,1.550,1.450,1.400,1.350
2020-08-16,1.200,1.170,1.150,1.130
2020-08-17,1.100,1.080,1.050,1.030
2020-08-18,1.250,1.200,1.150,1.100
2020-08-19,1.180,1.150,1.130,1.090
2020-08-20,1.350,1.800,2.150,1.800
2020-08-21,1.950,1.750,1.600,1.550
2020-08-22,1.300,1.250,1.200,1.150
2020-08-23,1.100,1.080,1.050,1.030
2020-08-24,1.000,0.970,0.950,0.930
2020-08-25,0.900,0.880,0.860,0.840
2020-08-26,0.800,0.780,0.750,0.730
2020-08-27,0.700,0.690,0.680,0.670
2020-08-28,0.650,0.640,0.630,0.620
2020-08-29,0.600,0.590,0.580,0.570
2020-08-30,0.560,0.560,0.560,0.560
2020-08-31,0.550,0.550,0.550,0.550
