Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2025-07-01,0.820,0.800,0.820,0.900
2025-07-02,0.750,0.670,0.640,0.620
2025-07-03,0.580,0.520,0.510,0.510
2025-07-04,0.500,0.490,0.490,0.490
2025-07-05,0.500,0.480,0.480,0.460
2025-07-06,0.490,0.420,0.410,0.420
2025-07-07,0.400,0.410,0.400,0.410
2025-07-08,0.400,0.390,0.390,0.390
2025-07-09,0.400,0.370,0.370,0.380
2025-07-10,0.390,0.390,0.360,0.350
2025-07-11,0.320,0.360,0.310,0.400
2025-07-12,0.400,0.350,0.360,0.350
2025-07-13,0.350,0.350,0.340,0.000
2025-07-14,0.340,0.340,0.360,0.350
2025-07-15,0.350,0.350,0.340,0.350
2025-07-16,0.340,0.360,0.360,0.340
2025-07-17,0.380,0.470,0.680,0.540
2025-07-18,0.470,0.360,0.410,0.370
2025-07-19,0.420,0.390,0.370,0.590
2025-07-20,0.410,0.360,0.360,0.370
2025-07-21,0.370,0.420,0.290,0.310
2025-07-22,0.390,0.350,0.320,0.400
2025-07-23,0.400,0.380,0.390,0.350
2025-07-24,0.380,0.380,0.420,0.380
2025-07-25,0.350,0.320,0.320,0.320
2025-07-26,0.390,0.360,0.360,0.350
2025-07-27,0.400,0.510,0.480,0.350
2025-07-28,0.340,0.420,0.450,0.400
2025-07-29,0.480,0.460,0.400,0.440
2025-07-30,0.390,0.540,0.520,0.490
2025-07-31,0.630,0.570,0.440,0.510
