Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2021-12-01,1.800,1.650,1.500,1.300
2021-12-02,2.500,2.300,2.100,1.800
2021-12-03,1.600,1.400,1.300,1.200
2021-12-04,1.850,1.650,1.550,1.400
2021-12-05,1.680,1.450,1.300,1.200
2021-12-06,1.550,1.400,1.350,1.500
2021-12-07,1.800,1.660,1.580,1.400
2021-12-08,1.200,1.150,1.100,1.050
2021-12-09,1.350,1.300,1.250,1.200
2021-12-10,1.780,1.660,1.550,1.450
2021-12-11,1.300,1.250,1.200,1.150
2021-12-12,1.450,1.350,1.300,1.250
2021-12-13,2.000,1.650,1.550,1.450
2021-12-14,1.800,1.600,1.400,1.250
2021-12-15,1.480,1.300,1.200,1.150
2021-12-16,1.550,1.400,1.300,1.200
2021-12-17,1.700,1.550,1.400,1.350
2021-12-18,1.500,1.450,1.370,1.300
2021-12-19,1.440,1.400,1.350,1.250
2021-12-20,1.550,1.750,1.850,1.600
2021-12-21,1.800,1.450,1.200,1.100
2021-12-22,1.350,1.300,2.700,3.000
2021-12-23,1.500,1.400,1.300,1.200
2021-12-24,1.850,1.650,1.450,1.300
2021-12-25,1.480,1.430,1.350,1.200
2021-12-26,1.550,1.400,1.380,1.330
2021-12-27,1.600,1.450,1.300,1.150
2021-12-28,3.000,2.600,2.300,1.900
2021-12-29,1.500,1.450,1.400,1.350
2021-12-30,1.550,1.480,1.380,1.300
2021-12-31,1.650,1.450,1.370,1.330
