Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2023-07-01,0.650,0.650,0.650,0.650
2023-07-02,0.670,0.670,0.670,0.670
2023-07-03,0.660,0.660,0.660,0.660
2023-07-04,0.550,0.550,0.550,0.550
2023-07-05,0.580,0.560,0.560,0.560
2023-07-06,0.540,0.540,0.540,0.540
2023-07-07,0.540,0.540,0.540,0.540
2023-07-08,0.530,0.530,0.530,0.530
2023-07-09,0.550,0.550,0.550,0.550
2023-07-10,0.750,0.760,0.740,0.730
2023-07-11,0.600,0.590,0.580,0.580
2023-07-12,0.580,0.570,0.560,0.550
2023-07-13,0.550,0.550,0.550,0.550
2023-07-14,0.540,0.540,0.540,0.540
2023-07-15,0.570,0.570,0.570,0.570
2023-07-16,0.600,0.590,0.580,0.580
2023-07-17,0.570,0.570,0.570,0.570
2023-07-18,0.560,0.560,0.560,0.560
2023-07-19,0.550,0.550,0.550,0.550
2023-07-20,0.550,0.540,0.540,0.540
2023-07-21,0.640,0.530,0.530,0.530
2023-07-22,0.520,0.520,0.520,0.520
2023-07-23,0.510,0.510,0.510,0.510
2023-07-24,0.500,0.500,0.500,0.500
2023-07-25,0.490,0.490,0.490,0.490
2023-07-26,0.480,0.480,0.480,0.480
2023-07-27,0.470,0.470,0.470,0.470
2023-07-28,0.750,0.740,0.730,0.720
2023-07-29,1.200,1.100,1.050,1.000
2023-07-30,0.700,0.680,0.650,0.630
2023-07-31,0.600,0.580,0.560,0.550
