Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2024-11-01,0.550,0.540,0.530,0.520
2024-11-02,0.520,0.900,1.030,0.800
2024-11-03,0.690,0.680,0.660,0.620
2024-11-04,0.580,0.570,0.560,0.550
2024-11-05,0.520,0.510,0.500,0.520
2024-11-06,0.540,0.530,0.520,0.510
2024-11-07,0.590,0.570,0.560,0.550
2024-11-08,0.900,0.790,0.650,1.190
2024-11-09,0.760,0.700,0.800,1.150
2024-11-10,0.770,0.700,0.660,0.650
2024-11-11,0.630,0.610,0.610,0.600
2024-11-12,0.740,1.260,1.100,1.190
2024-11-13,0.790,0.770,0.750,0.700
2024-11-14,0.710,0.690,0.680,0.790
2024-11-15,0.750,0.730,0.710,0.750
2024-11-16,0.660,0.650,0.640,0.840
2024-11-17,0.730,0.710,0.690,0.700
2024-11-18,1.010,0.800,0.700,0.750
2024-11-19,1.500,1.490,1.200,1.150
2024-11-20,0.930,0.990,0.900,0.800
2024-11-21,0.790,0.770,0.750,1.570
2024-11-22,0.940,0.900,0.880,0.790
2024-11-23,0.780,0.770,0.750,0.730
2024-11-24,0.750,0.720,0.700,0.820
2024-11-25,0.880,0.850,0.800,0.750
2024-11-26,0.720,0.710,0.700,0.680
2024-11-27,1.140,1.100,1.050,1.000
2024-11-28,0.960,0.920,0.880,0.860
2024-11-29,1.810,1.650,1.300,1.150
2024-11-30,1.000,0.950,0.930,0.870
