Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2024-09-01,0.320,0.320,0.320,0.320
2024-09-02,0.370,0.360,0.350,0.340
2024-09-03,0.330,0.330,0.330,0.320
2024-09-04,0.310,0.310,0.310,0.310
2024-09-05,0.310,0.310,0.310,0.300
2024-09-06,0.350,0.340,0.330,0.520
2024-09-07,0.390,0.380,0.370,0.360
2024-09-08,0.350,0.340,0.330,0.330
2024-09-09,0.320,0.320,0.320,0.320
2024-09-10,0.310,0.310,0.310,0.300
2024-09-11,0.300,0.300,0.300,0.310
2024-09-12,0.300,0.300,0.300,0.300
2024-09-13,0.290,0.290,0.290,0.300
2024-09-14,0.300,0.300,0.300,0.300
2024-09-15,0.300,0.300,0.300,0.300
2024-09-16,0.420,0.410,0.400,0.360
2024-09-17,0.330,0.330,0.330,0.330
2024-09-18,0.300,0.300,0.300,0.300
2024-09-19,0.300,0.300,0.300,0.300
2024-09-20,0.300,0.300,0.300,0.300
2024-09-21,0.290,0.290,0.290,0.290
2024-09-22,0.340,0.330,0.330,0.330
2024-09-23,0.310,0.310,0.310,0.290
2024-09-24,0.290,0.290,0.290,0.290
2024-09-25,0.280,0.280,0.280,0.280
2024-09-26,0.280,0.280,0.280,0.280
2024-09-27,0.610,0.550,0.530,0.500
2024-09-28,0.490,0.480,0.440,0.410
2024-09-29,0.390,0.370,0.350,0.340
2024-09-30,0.350,0.340,0.330,0.340
