Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2021-07-01,1.300,1.250,1.200,1.150
2021-07-02,1.050,1.030,1.000,0.970
2021-07-03,0.900,0.870,0.830,0.800
2021-07-04,0.700,0.680,0.650,0.630
2021-07-05,0.600,0.590,0.580,0.570
2021-07-06,0.550,0.540,0.530,0.520
2021-07-07,0.500,0.490,0.480,0.470
2021-07-08,0.460,0.450,0.440,0.430
2021-07-09,0.650,0.630,0.610,0.610
2021-07-10,0.590,0.580,0.570,0.560
2021-07-11,0.550,0.540,0.530,0.520
2021-07-12,1.080,1.150,1.200,1.170
2021-07-13,1.120,1.080,1.030,1.050
2021-07-14,1.000,0.970,0.950,0.930
2021-07-15,1.100,1.080,1.050,1.030
2021-07-16,1.000,0.970,0.930,0.900
2021-07-17,0.880,0.860,0.840,0.820
2021-07-18,1.100,1.070,1.050,1.150
2021-07-19,1.300,1.250,1.200,1.150
2021-07-20,1.100,1.070,1.050,1.030
2021-07-21,1.000,0.970,0.940,0.910
2021-07-22,0.850,0.830,0.800,0.780
2021-07-23,0.750,0.720,0.700,0.680
2021-07-24,0.630,0.610,0.790,0.770
2021-07-25,0.750,0.730,0.720,0.710
2021-07-26,0.700,0.690,0.680,0.670
2021-07-27,0.660,0.650,0.640,0.630
2021-07-28,0.950,0.930,0.900,0.880
2021-07-29,1.000,0.970,0.950,0.910
2021-07-30,0.800,0.780,0.760,0.740
2021-07-31,0.720,0.700,0.690,0.680
