Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2020-03-01,2.500,2.800,3.000,2.750
2020-03-02,2.000,1.800,1.650,1.450
2020-03-03,1.550,1.450,1.400,1.350
2020-03-04,1.600,1.550,1.500,1.450
2020-03-05,1.700,1.660,1.560,1.480
2020-03-06,1.500,1.750,1.850,1.600
2020-03-07,1.400,1.370,1.350,1.300
2020-03-08,1.650,1.450,1.400,1.350
2020-03-09,1.550,1.500,1.460,1.370
2020-03-10,1.660,1.480,1.380,1.250
2020-03-11,1.750,1.650,1.600,1.500
2020-03-12,1.300,1.270,1.250,1.230
2020-03-13,1.450,1.400,1.350,1.300
2020-03-14,1.550,1.470,1.440,1.380
2020-03-15,0.000,0.000,0.000,1.350
2020-03-16,1.250,1.230,1.200,0.000
