Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2025-04-01,0.730,1.090,1.260,1.830
2025-04-02,1.140,1.410,1.160,1.230
2025-04-03,1.780,2.390,1.800,1.710
2025-04-04,1.110,1.030,0.980,0.970
2025-04-05,2.010,1.820,2.700,2.770
2025-04-06,1.170,1.050,0.950,0.980
2025-04-07,0.800,0.790,0.780,0.770
2025-04-08,0.710,0.710,0.700,0.670
2025-04-09,0.700,0.700,0.700,0.890
2025-04-10,0.740,0.710,0.700,0.700
2025-04-11,0.640,0.600,0.590,0.590
2025-04-12,0.580,0.770,0.590,0.590
2025-04-13,0.560,0.770,0.630,0.590
2025-04-14,0.580,0.580,0.580,1.330
2025-04-15,0.680,0.650,0.590,0.620
2025-04-16,0.620,0.610,0.610,0.620
2025-04-17,2.400,1.940,1.150,1.290
2025-04-18,1.250,1.020,0.850,0.850
2025-04-19,0.750,0.750,0.730,0.690
2025-04-20,0.700,0.680,0.660,1.400
2025-04-21,0.740,0.730,0.690,0.700
2025-04-22,0.820,0.850,0.840,0.840
2025-04-23,0.630,0.650,0.630,0.680
2025-04-24,0.690,0.650,0.620,0.640
2025-04-25,0.700,0.650,0.630,0.610
2025-04-26,0.630,0.590,0.590,0.570
2025-04-27,0.830,0.540,0.530,0.530
2025-04-28,0.630,0.780,0.800,0.780
2025-04-29,0.680,0.640,0.630,0.620
2025-04-30,0.820,2.000,1.690,1.680
