Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : PUENTE AGUAYTIA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,9°2'14.56'',Longitud :,75°30'16.15'',Altitud :,278 msnm.
Tipo :,HLG - Hidrológica,Código :,231201
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2024-04-01,0.600,0.610,1.030,1.010
2024-04-02,0.700,0.660,0.640,0.640
2024-04-03,0.640,0.630,0.620,0.600
2024-04-04,0.630,0.610,0.600,0.590
2024-04-05,0.630,0.680,0.970,0.820
2024-04-06,0.670,0.650,0.630,0.620
2024-04-07,0.820,0.780,0.720,0.710
2024-04-08,1.180,1.070,0.890,0.810
2024-04-09,0.710,0.680,0.670,0.660
2024-04-10,1.410,1.350,1.200,0.870
2024-04-11,0.820,0.790,0.770,0.950
2024-04-12,0.760,0.750,0.740,0.720
2024-04-13,0.870,0.850,0.790,0.770
2024-04-14,0.760,0.720,0.710,0.730
2024-04-15,0.730,0.710,0.700,0.690
2024-04-16,0.760,0.740,0.720,0.880
2024-04-17,0.810,0.830,0.780,0.750
2024-04-18,0.760,0.950,2.170,2.010
2024-04-19,0.910,0.860,0.850,0.850
2024-04-20,0.730,0.720,0.710,0.700
2024-04-21,0.670,0.660,0.650,0.650
2024-04-22,0.630,0.620,0.610,0.630
2024-04-23,0.620,0.610,0.600,0.590
2024-04-24,0.680,0.640,0.630,0.630
2024-04-25,0.630,0.620,0.600,0.580
2024-04-26,0.600,0.590,0.650,1.200
2024-04-27,0.710,0.870,0.810,0.740
2024-04-28,0.650,0.620,0.610,0.610
2024-04-29,0.740,0.710,0.660,0.620
2024-04-30,0.670,0.640,0.630,0.620
